YEAR,age_category,HIV,SEROTYPE,viable_case_count
2005,0 - 5 months,Negative,1,1
2005,0 - 5 months,Negative,10A,1
2005,0 - 5 months,Negative,11A,1
2005,0 - 5 months,Negative,12F,2
2005,0 - 5 months,Negative,14,2
2005,0 - 5 months,Negative,18C,1
2005,0 - 5 months,Negative,19A,6
2005,0 - 5 months,Negative,19B,1
2005,0 - 5 months,Negative,19F,2
2005,0 - 5 months,Negative,20,1
2005,0 - 5 months,Negative,23F,3
2005,0 - 5 months,Negative,5,2
2005,0 - 5 months,Negative,6A,5
2005,0 - 5 months,Negative,6B,6
2005,0 - 5 months,Negative,7C,1
2005,0 - 5 months,Negative,8,3
2005,0 - 5 months,Negative,9N,1
2005,0 - 5 months,Positive,10A,1
2005,0 - 5 months,Positive,13,1
2005,0 - 5 months,Positive,14,25
2005,0 - 5 months,Positive,15B/C,2
2005,0 - 5 months,Positive,17F,1
2005,0 - 5 months,Positive,18C,2
2005,0 - 5 months,Positive,19A,6
2005,0 - 5 months,Positive,19F,9
2005,0 - 5 months,Positive,23F,8
2005,0 - 5 months,Positive,27,1
2005,0 - 5 months,Positive,29,1
2005,0 - 5 months,Positive,3,1
2005,0 - 5 months,Positive,35B,1
2005,0 - 5 months,Positive,38,1
2005,0 - 5 months,Positive,5,1
2005,0 - 5 months,Positive,6A,10
2005,0 - 5 months,Positive,6B,8
2005,0 - 5 months,Positive,6C,1
2005,0 - 5 months,Positive,7C,1
2005,0 - 5 months,Positive,8,2
2005,0 - 5 months,Positive,9N,1
2005,0 - 5 months,Positive,9V,3
2005,0 - 5 months,Unknown,,1
2005,0 - 5 months,Unknown,1,11
2005,0 - 5 months,Unknown,10A,1
2005,0 - 5 months,Unknown,12F,8
2005,0 - 5 months,Unknown,13,5
2005,0 - 5 months,Unknown,14,31
2005,0 - 5 months,Unknown,15A,2
2005,0 - 5 months,Unknown,15B/C,3
2005,0 - 5 months,Unknown,16,2
2005,0 - 5 months,Unknown,16F,4
2005,0 - 5 months,Unknown,18A,1
2005,0 - 5 months,Unknown,18B,3
2005,0 - 5 months,Unknown,18C,7
2005,0 - 5 months,Unknown,19A,18
2005,0 - 5 months,Unknown,19F,17
2005,0 - 5 months,Unknown,23B,1
2005,0 - 5 months,Unknown,23F,27
2005,0 - 5 months,Unknown,29,5
2005,0 - 5 months,Unknown,3,5
2005,0 - 5 months,Unknown,33A,1
2005,0 - 5 months,Unknown,33F,1
2005,0 - 5 months,Unknown,34,3
2005,0 - 5 months,Unknown,35B,1
2005,0 - 5 months,Unknown,35F,1
2005,0 - 5 months,Unknown,38,1
2005,0 - 5 months,Unknown,4,6
2005,0 - 5 months,Unknown,5,13
2005,0 - 5 months,Unknown,6A,22
2005,0 - 5 months,Unknown,6B,28
2005,0 - 5 months,Unknown,7C,3
2005,0 - 5 months,Unknown,8,14
2005,0 - 5 months,Unknown,9L,1
2005,0 - 5 months,Unknown,9N,4
2005,0 - 5 months,Unknown,9V,9
2005,0 - 5 months,Unknown,NT,1
2005,6 - 11 months,Negative,1,1
2005,6 - 11 months,Negative,14,2
2005,6 - 11 months,Negative,15A,1
2005,6 - 11 months,Negative,16,1
2005,6 - 11 months,Negative,19F,2
2005,6 - 11 months,Negative,20,1
2005,6 - 11 months,Negative,23F,2
2005,6 - 11 months,Negative,4,1
2005,6 - 11 months,Negative,6A,7
2005,6 - 11 months,Negative,6B,3
2005,6 - 11 months,Negative,9V,1
2005,6 - 11 months,Positive,14,12
2005,6 - 11 months,Positive,17F,1
2005,6 - 11 months,Positive,19A,12
2005,6 - 11 months,Positive,19F,12
2005,6 - 11 months,Positive,23A,1
2005,6 - 11 months,Positive,23F,8
2005,6 - 11 months,Positive,29,2
2005,6 - 11 months,Positive,35B,1
2005,6 - 11 months,Positive,4,2
2005,6 - 11 months,Positive,47,1
2005,6 - 11 months,Positive,6A,7
2005,6 - 11 months,Positive,6B,10
2005,6 - 11 months,Positive,9V,3
2005,6 - 11 months,Unknown,1,3
2005,6 - 11 months,Unknown,10A,3
2005,6 - 11 months,Unknown,10B,1
2005,6 - 11 months,Unknown,11A,1
2005,6 - 11 months,Unknown,13,4
2005,6 - 11 months,Unknown,14,25
2005,6 - 11 months,Unknown,16,1
2005,6 - 11 months,Unknown,16F,2
2005,6 - 11 months,Unknown,17F,1
2005,6 - 11 months,Unknown,18C,4
2005,6 - 11 months,Unknown,18F,1
2005,6 - 11 months,Unknown,19A,13
2005,6 - 11 months,Unknown,19F,23
2005,6 - 11 months,Unknown,22A,1
2005,6 - 11 months,Unknown,23F,20
2005,6 - 11 months,Unknown,25,1
2005,6 - 11 months,Unknown,28,1
2005,6 - 11 months,Unknown,3,3
2005,6 - 11 months,Unknown,34,3
2005,6 - 11 months,Unknown,35B,1
2005,6 - 11 months,Unknown,4,3
2005,6 - 11 months,Unknown,5,2
2005,6 - 11 months,Unknown,6A,21
2005,6 - 11 months,Unknown,6B,18
2005,6 - 11 months,Unknown,7C,1
2005,6 - 11 months,Unknown,7F,2
2005,6 - 11 months,Unknown,8,2
2005,6 - 11 months,Unknown,9N,1
2005,6 - 11 months,Unknown,9V,3
2005,12 - 17 months,Negative,1,1
2005,12 - 17 months,Negative,10A,1
2005,12 - 17 months,Negative,14,1
2005,12 - 17 months,Negative,19A,3
2005,12 - 17 months,Negative,23F,2
2005,12 - 17 months,Negative,6A,1
2005,12 - 17 months,Negative,6A/19F,1
2005,12 - 17 months,Negative,6B,2
2005,12 - 17 months,Negative,9V,2
2005,12 - 17 months,Positive,1,1
2005,12 - 17 months,Positive,10A,1
2005,12 - 17 months,Positive,12F,1
2005,12 - 17 months,Positive,14,9
2005,12 - 17 months,Positive,17F,1
2005,12 - 17 months,Positive,18C,1
2005,12 - 17 months,Positive,18C/14,1
2005,12 - 17 months,Positive,19A,3
2005,12 - 17 months,Positive,19F,6
2005,12 - 17 months,Positive,23F,8
2005,12 - 17 months,Positive,3,1
2005,12 - 17 months,Positive,4,3
2005,12 - 17 months,Positive,6A,5
2005,12 - 17 months,Positive,6B,6
2005,12 - 17 months,Positive,9V,3
2005,12 - 17 months,Unknown,1,2
2005,12 - 17 months,Unknown,11A,1
2005,12 - 17 months,Unknown,12B,1
2005,12 - 17 months,Unknown,12F,1
2005,12 - 17 months,Unknown,14,20
2005,12 - 17 months,Unknown,15B/C,2
2005,12 - 17 months,Unknown,18C,2
2005,12 - 17 months,Unknown,19A,8
2005,12 - 17 months,Unknown,19F,10
2005,12 - 17 months,Unknown,21,1
2005,12 - 17 months,Unknown,23F,15
2005,12 - 17 months,Unknown,3,1
2005,12 - 17 months,Unknown,34,1
2005,12 - 17 months,Unknown,35B,1
2005,12 - 17 months,Unknown,4,3
2005,12 - 17 months,Unknown,6A,17
2005,12 - 17 months,Unknown,6A/14,1
2005,12 - 17 months,Unknown,6B,16
2005,12 - 17 months,Unknown,7C,1
2005,12 - 17 months,Unknown,9V,3
2005,18 - 23 months,Negative,1,1
2005,18 - 23 months,Negative,14,1
2005,18 - 23 months,Negative,19A,2
2005,18 - 23 months,Negative,19F,2
2005,18 - 23 months,Negative,6A,1
2005,18 - 23 months,Negative,6B,4
2005,18 - 23 months,Positive,1,1
2005,18 - 23 months,Positive,10A,1
2005,18 - 23 months,Positive,13,1
2005,18 - 23 months,Positive,14,7
2005,18 - 23 months,Positive,19A,5
2005,18 - 23 months,Positive,19F,1
2005,18 - 23 months,Positive,23A,1
2005,18 - 23 months,Positive,23F,2
2005,18 - 23 months,Positive,34,1
2005,18 - 23 months,Positive,35B,1
2005,18 - 23 months,Positive,4,1
2005,18 - 23 months,Positive,6A,2
2005,18 - 23 months,Positive,6B,1
2005,18 - 23 months,Positive,9N,1
2005,18 - 23 months,Unknown,1,5
2005,18 - 23 months,Unknown,14,10
2005,18 - 23 months,Unknown,16F,1
2005,18 - 23 months,Unknown,18C,1
2005,18 - 23 months,Unknown,19A,7
2005,18 - 23 months,Unknown,19F,4
2005,18 - 23 months,Unknown,23F,6
2005,18 - 23 months,Unknown,29,1
2005,18 - 23 months,Unknown,3,1
2005,18 - 23 months,Unknown,6A,7
2005,18 - 23 months,Unknown,6B,11
2005,18 - 23 months,Unknown,7C,1
2005,18 - 23 months,Unknown,7F,1
2005,18 - 23 months,Unknown,8,1
2005,18 - 23 months,Unknown,9N,1
2005,24 - 29 months,Negative,1,2
2005,24 - 29 months,Positive,1,1
2005,24 - 29 months,Positive,14,5
2005,24 - 29 months,Positive,18F,1
2005,24 - 29 months,Positive,19A,3
2005,24 - 29 months,Positive,19F,2
2005,24 - 29 months,Positive,22A,1
2005,24 - 29 months,Positive,23F,6
2005,24 - 29 months,Positive,4,1
2005,24 - 29 months,Positive,6A,2
2005,24 - 29 months,Positive,6B,4
2005,24 - 29 months,Positive,7C,1
2005,24 - 29 months,Positive,9V,3
2005,24 - 29 months,Unknown,1,9
2005,24 - 29 months,Unknown,12F,1
2005,24 - 29 months,Unknown,14,9
2005,24 - 29 months,Unknown,18C,1
2005,24 - 29 months,Unknown,19F,3
2005,24 - 29 months,Unknown,23F,8
2005,24 - 29 months,Unknown,3,1
2005,24 - 29 months,Unknown,33A,1
2005,24 - 29 months,Unknown,35B,1
2005,24 - 29 months,Unknown,5,2
2005,24 - 29 months,Unknown,6A,12
2005,24 - 29 months,Unknown,6B,6
2005,24 - 29 months,Unknown,9V,2
2005,30 - 35 months,Negative,6A,1
2005,30 - 35 months,Positive,1,1
2005,30 - 35 months,Positive,10A,1
2005,30 - 35 months,Positive,14,2
2005,30 - 35 months,Positive,16F,1
2005,30 - 35 months,Positive,19A,1
2005,30 - 35 months,Positive,23F,2
2005,30 - 35 months,Positive,34,1
2005,30 - 35 months,Positive,6A,4
2005,30 - 35 months,Positive,6B,3
2005,30 - 35 months,Positive,9N,1
2005,30 - 35 months,Positive,9V,2
2005,30 - 35 months,Unknown,1,6
2005,30 - 35 months,Unknown,14,3
2005,30 - 35 months,Unknown,16,1
2005,30 - 35 months,Unknown,19F,2
2005,30 - 35 months,Unknown,3,1
2005,30 - 35 months,Unknown,33D,1
2005,30 - 35 months,Unknown,4,1
2005,30 - 35 months,Unknown,6A,3
2005,30 - 35 months,Unknown,6B,7
2005,30 - 35 months,Unknown,9N,1
2005,36 - 41 months,Negative,19A,1
2005,36 - 41 months,Negative,23F,1
2005,36 - 41 months,Positive,1,1
2005,36 - 41 months,Positive,15B/C,2
2005,36 - 41 months,Positive,18C,1
2005,36 - 41 months,Positive,19F,3
2005,36 - 41 months,Positive,23F,2
2005,36 - 41 months,Positive,6B,1
2005,36 - 41 months,Positive,9V,2
2005,36 - 41 months,Unknown,1,6
2005,36 - 41 months,Unknown,14,6
2005,36 - 41 months,Unknown,15B/C,3
2005,36 - 41 months,Unknown,18C,1
2005,36 - 41 months,Unknown,19A,1
2005,36 - 41 months,Unknown,19F,4
2005,36 - 41 months,Unknown,23B,1
2005,36 - 41 months,Unknown,23F,7
2005,36 - 41 months,Unknown,31,1
2005,36 - 41 months,Unknown,33A,1
2005,36 - 41 months,Unknown,34,1
2005,36 - 41 months,Unknown,4,1
2005,36 - 41 months,Unknown,5,2
2005,36 - 41 months,Unknown,6A,3
2005,36 - 41 months,Unknown,6B,7
2005,36 - 41 months,Unknown,9V,1
2005,42 - 47 months,Negative,1,3
2005,42 - 47 months,Negative,15B/C,1
2005,42 - 47 months,Negative,19A,1
2005,42 - 47 months,Negative,19F,1
2005,42 - 47 months,Negative,23F,1
2005,42 - 47 months,Positive,1,1
2005,42 - 47 months,Positive,14,2
2005,42 - 47 months,Positive,19F,2
2005,42 - 47 months,Positive,6A,1
2005,42 - 47 months,Positive,6B,2
2005,42 - 47 months,Unknown,1,3
2005,42 - 47 months,Unknown,14,3
2005,42 - 47 months,Unknown,6A,2
2005,42 - 47 months,Unknown,6B,1
2005,42 - 47 months,Unknown,9V,1
2005,48 - 53 months,Negative,1,1
2005,48 - 53 months,Positive,1,1
2005,48 - 53 months,Positive,14,3
2005,48 - 53 months,Positive,19F,1
2005,48 - 53 months,Positive,23F,2
2005,48 - 53 months,Positive,6A,3
2005,48 - 53 months,Positive,6B,2
2005,48 - 53 months,Positive,9V,1
2005,48 - 53 months,Unknown,1,4
2005,48 - 53 months,Unknown,14,7
2005,48 - 53 months,Unknown,16F,1
2005,48 - 53 months,Unknown,17F,1
2005,48 - 53 months,Unknown,18C,2
2005,48 - 53 months,Unknown,19A,2
2005,48 - 53 months,Unknown,19F,1
2005,48 - 53 months,Unknown,23B,1
2005,48 - 53 months,Unknown,23F,5
2005,48 - 53 months,Unknown,4,1
2005,48 - 53 months,Unknown,6A,6
2005,48 - 53 months,Unknown,6B,7
2005,48 - 53 months,Unknown,9V,1
2005,54 - 59 months,Negative,1,1
2005,54 - 59 months,Negative,23F,1
2005,54 - 59 months,Positive,14,2
2005,54 - 59 months,Positive,15B,1
2005,54 - 59 months,Positive,16F,1
2005,54 - 59 months,Positive,19A,1
2005,54 - 59 months,Positive,19F,1
2005,54 - 59 months,Positive,23F,1
2005,54 - 59 months,Positive,34,1
2005,54 - 59 months,Positive,4,1
2005,54 - 59 months,Positive,5,1
2005,54 - 59 months,Positive,6A,1
2005,54 - 59 months,Positive,6B,2
2005,54 - 59 months,Positive,9V,1
2005,54 - 59 months,Unknown,1,2
2005,54 - 59 months,Unknown,13,1
2005,54 - 59 months,Unknown,18C,1
2005,54 - 59 months,Unknown,19A,1
2005,54 - 59 months,Unknown,19F,1
2005,54 - 59 months,Unknown,23F,3
2005,54 - 59 months,Unknown,35B,1
2005,54 - 59 months,Unknown,6A,4
2005,54 - 59 months,Unknown,6B,1
2005,54 - 59 months,Unknown,9V,1
2005,5 - 9 years,Negative,1,5
2005,5 - 9 years,Negative,11A,1
2005,5 - 9 years,Negative,14,2
2005,5 - 9 years,Negative,15B/C,1
2005,5 - 9 years,Positive,1,8
2005,5 - 9 years,Positive,12F,4
2005,5 - 9 years,Positive,14,6
2005,5 - 9 years,Positive,15B/C,3
2005,5 - 9 years,Positive,17F,1
2005,5 - 9 years,Positive,19A,7
2005,5 - 9 years,Positive,19F,4
2005,5 - 9 years,Positive,23F,14
2005,5 - 9 years,Positive,3,1
2005,5 - 9 years,Positive,33D,1
2005,5 - 9 years,Positive,4,2
2005,5 - 9 years,Positive,5,1
2005,5 - 9 years,Positive,6A,9
2005,5 - 9 years,Positive,6B,8
2005,5 - 9 years,Positive,9V,3
2005,5 - 9 years,Unknown,1,56
2005,5 - 9 years,Unknown,10A,1
2005,5 - 9 years,Unknown,11A,2
2005,5 - 9 years,Unknown,12F,4
2005,5 - 9 years,Unknown,14,20
2005,5 - 9 years,Unknown,15A,1
2005,5 - 9 years,Unknown,15B/C,4
2005,5 - 9 years,Unknown,16,1
2005,5 - 9 years,Unknown,16F,2
2005,5 - 9 years,Unknown,17F,2
2005,5 - 9 years,Unknown,18C,5
2005,5 - 9 years,Unknown,19A,8
2005,5 - 9 years,Unknown,19F,7
2005,5 - 9 years,Unknown,20,1
2005,5 - 9 years,Unknown,22F,2
2005,5 - 9 years,Unknown,23F,18
2005,5 - 9 years,Unknown,33D,2
2005,5 - 9 years,Unknown,34,4
2005,5 - 9 years,Unknown,35B,1
2005,5 - 9 years,Unknown,4,8
2005,5 - 9 years,Unknown,5,4
2005,5 - 9 years,Unknown,6A,15
2005,5 - 9 years,Unknown,6B,13
2005,5 - 9 years,Unknown,7F,1
2005,5 - 9 years,Unknown,8,1
2005,5 - 9 years,Unknown,9V,12
2005,10 - 14 years,Negative,1,4
2005,10 - 14 years,Negative,8,1
2005,10 - 14 years,Negative,9V,1
2005,10 - 14 years,Positive,1,5
2005,10 - 14 years,Positive,10A,1
2005,10 - 14 years,Positive,12F,1
2005,10 - 14 years,Positive,14,3
2005,10 - 14 years,Positive,16F,1
2005,10 - 14 years,Positive,19A,2
2005,10 - 14 years,Positive,19F,1
2005,10 - 14 years,Positive,23F,3
2005,10 - 14 years,Positive,5,1
2005,10 - 14 years,Positive,6B,2
2005,10 - 14 years,Positive,9V,1
2005,10 - 14 years,Unknown,1,23
2005,10 - 14 years,Unknown,11A,1
2005,10 - 14 years,Unknown,12F,1
2005,10 - 14 years,Unknown,14,2
2005,10 - 14 years,Unknown,15A,1
2005,10 - 14 years,Unknown,17F,1
2005,10 - 14 years,Unknown,18C,3
2005,10 - 14 years,Unknown,23B,1
2005,10 - 14 years,Unknown,24,1
2005,10 - 14 years,Unknown,36,1
2005,10 - 14 years,Unknown,4,2
2005,10 - 14 years,Unknown,5,2
2005,10 - 14 years,Unknown,6A,4
2005,10 - 14 years,Unknown,6B,6
2005,10 - 14 years,Unknown,7F,1
2005,10 - 14 years,Unknown,8,2
2005,10 - 14 years,Unknown,9N,1
2005,10 - 14 years,Unknown,9V,1
2005,15 - 19 years,Positive,1,2
2005,15 - 19 years,Positive,19A,1
2005,15 - 19 years,Positive,23F,1
2005,15 - 19 years,Positive,29,1
2005,15 - 19 years,Positive,3,2
2005,15 - 19 years,Positive,6A,2
2005,15 - 19 years,Unknown,1,8
2005,15 - 19 years,Unknown,12F,2
2005,15 - 19 years,Unknown,13,1
2005,15 - 19 years,Unknown,14,2
2005,15 - 19 years,Unknown,15B/C,1
2005,15 - 19 years,Unknown,18C,2
2005,15 - 19 years,Unknown,19A,4
2005,15 - 19 years,Unknown,19B,1
2005,15 - 19 years,Unknown,19F,4
2005,15 - 19 years,Unknown,25,1
2005,15 - 19 years,Unknown,3,2
2005,15 - 19 years,Unknown,38,1
2005,15 - 19 years,Unknown,4,3
2005,15 - 19 years,Unknown,6A,2
2005,15 - 19 years,Unknown,6B,2
2005,15 - 19 years,Unknown,9V,1
2005,20 - 24 years,Negative,1,1
2005,20 - 24 years,Negative,13,1
2005,20 - 24 years,Negative,9N,1
2005,20 - 24 years,Positive,1,6
2005,20 - 24 years,Positive,10A,1
2005,20 - 24 years,Positive,10F,2
2005,20 - 24 years,Positive,11B,1
2005,20 - 24 years,Positive,12F,1
2005,20 - 24 years,Positive,14,1
2005,20 - 24 years,Positive,15B/C,2
2005,20 - 24 years,Positive,15F,1
2005,20 - 24 years,Positive,16F,1
2005,20 - 24 years,Positive,18F,1
2005,20 - 24 years,Positive,19A,2
2005,20 - 24 years,Positive,19F,2
2005,20 - 24 years,Positive,22F,1
2005,20 - 24 years,Positive,23A,1
2005,20 - 24 years,Positive,23F,2
2005,20 - 24 years,Positive,25,1
2005,20 - 24 years,Positive,3,1
2005,20 - 24 years,Positive,4,2
2005,20 - 24 years,Positive,6A,3
2005,20 - 24 years,Positive,6B,1
2005,20 - 24 years,Positive,8,1
2005,20 - 24 years,Positive,9V,1
2005,20 - 24 years,Unknown,1,18
2005,20 - 24 years,Unknown,12F,6
2005,20 - 24 years,Unknown,14,3
2005,20 - 24 years,Unknown,15B/C,1
2005,20 - 24 years,Unknown,15F,1
2005,20 - 24 years,Unknown,17F,1
2005,20 - 24 years,Unknown,18A,2
2005,20 - 24 years,Unknown,18C,1
2005,20 - 24 years,Unknown,19A,7
2005,20 - 24 years,Unknown,19F,6
2005,20 - 24 years,Unknown,23A,1
2005,20 - 24 years,Unknown,23F,3
2005,20 - 24 years,Unknown,25,1
2005,20 - 24 years,Unknown,28,1
2005,20 - 24 years,Unknown,29,1
2005,20 - 24 years,Unknown,3,3
2005,20 - 24 years,Unknown,31,1
2005,20 - 24 years,Unknown,33D,1
2005,20 - 24 years,Unknown,34,1
2005,20 - 24 years,Unknown,35B,1
2005,20 - 24 years,Unknown,38,2
2005,20 - 24 years,Unknown,4,14
2005,20 - 24 years,Unknown,5,2
2005,20 - 24 years,Unknown,6A,4
2005,20 - 24 years,Unknown,6B,5
2005,20 - 24 years,Unknown,6C,1
2005,20 - 24 years,Unknown,7F,1
2005,20 - 24 years,Unknown,8,2
2005,20 - 24 years,Unknown,9N,2
2005,20 - 24 years,Unknown,9V,1
2005,25 - 29 years,Negative,1,2
2005,25 - 29 years,Negative,6A,1
2005,25 - 29 years,Negative,9L,1
2005,25 - 29 years,Positive,1,10
2005,25 - 29 years,Positive,11B,1
2005,25 - 29 years,Positive,12F,1
2005,25 - 29 years,Positive,13,1
2005,25 - 29 years,Positive,14,4
2005,25 - 29 years,Positive,15A,1
2005,25 - 29 years,Positive,16,1
2005,25 - 29 years,Positive,17F,2
2005,25 - 29 years,Positive,19A,9
2005,25 - 29 years,Positive,19A/14,1
2005,25 - 29 years,Positive,19F,3
2005,25 - 29 years,Positive,22A,1
2005,25 - 29 years,Positive,22F,1
2005,25 - 29 years,Positive,23F,5
2005,25 - 29 years,Positive,25,5
2005,25 - 29 years,Positive,29,1
2005,25 - 29 years,Positive,3,2
2005,25 - 29 years,Positive,31,1
2005,25 - 29 years,Positive,33D,1
2005,25 - 29 years,Positive,33F,1
2005,25 - 29 years,Positive,35F,1
2005,25 - 29 years,Positive,4,5
2005,25 - 29 years,Positive,6A,5
2005,25 - 29 years,Positive,6B,8
2005,25 - 29 years,Positive,7F,1
2005,25 - 29 years,Positive,8,3
2005,25 - 29 years,Positive,9L,1
2005,25 - 29 years,Positive,9N,4
2005,25 - 29 years,Positive,9V,1
2005,25 - 29 years,Unknown,1,30
2005,25 - 29 years,Unknown,10A,4
2005,25 - 29 years,Unknown,11A,2
2005,25 - 29 years,Unknown,12F,11
2005,25 - 29 years,Unknown,13,2
2005,25 - 29 years,Unknown,14,16
2005,25 - 29 years,Unknown,15A,1
2005,25 - 29 years,Unknown,15B/C,6
2005,25 - 29 years,Unknown,16F,3
2005,25 - 29 years,Unknown,17F,1
2005,25 - 29 years,Unknown,18A,1
2005,25 - 29 years,Unknown,18C,6
2005,25 - 29 years,Unknown,18F,1
2005,25 - 29 years,Unknown,19A,23
2005,25 - 29 years,Unknown,19F,10
2005,25 - 29 years,Unknown,21,1
2005,25 - 29 years,Unknown,22F,2
2005,25 - 29 years,Unknown,23F,9
2005,25 - 29 years,Unknown,25,4
2005,25 - 29 years,Unknown,29,3
2005,25 - 29 years,Unknown,3,11
2005,25 - 29 years,Unknown,33F,2
2005,25 - 29 years,Unknown,34,4
2005,25 - 29 years,Unknown,37,1
2005,25 - 29 years,Unknown,4,10
2005,25 - 29 years,Unknown,6A,19
2005,25 - 29 years,Unknown,6B,9
2005,25 - 29 years,Unknown,6C,1
2005,25 - 29 years,Unknown,7F,2
2005,25 - 29 years,Unknown,8,7
2005,25 - 29 years,Unknown,9V,6
2005,25 - 29 years,Unknown,NT,2
2005,30 - 34 years,Negative,1,2
2005,30 - 34 years,Negative,11B,1
2005,30 - 34 years,Negative,12F,1
2005,30 - 34 years,Negative,17F,1
2005,30 - 34 years,Negative,3,1
2005,30 - 34 years,Negative,6A,1
2005,30 - 34 years,Positive,1,18
2005,30 - 34 years,Positive,10A,1
2005,30 - 34 years,Positive,10F,1
2005,30 - 34 years,Positive,12F,8
2005,30 - 34 years,Positive,13,3
2005,30 - 34 years,Positive,14,9
2005,30 - 34 years,Positive,15A,1
2005,30 - 34 years,Positive,15B/C,1
2005,30 - 34 years,Positive,16F,2
2005,30 - 34 years,Positive,17F,2
2005,30 - 34 years,Positive,18A,1
2005,30 - 34 years,Positive,18C,1
2005,30 - 34 years,Positive,19A,7
2005,30 - 34 years,Positive,19F,6
2005,30 - 34 years,Positive,22F,4
2005,30 - 34 years,Positive,23F,7
2005,30 - 34 years,Positive,25,2
2005,30 - 34 years,Positive,3,5
2005,30 - 34 years,Positive,33D,2
2005,30 - 34 years,Positive,34,2
2005,30 - 34 years,Positive,36,1
2005,30 - 34 years,Positive,38,3
2005,30 - 34 years,Positive,4,4
2005,30 - 34 years,Positive,48,1
2005,30 - 34 years,Positive,6A,4
2005,30 - 34 years,Positive,6B,5
2005,30 - 34 years,Positive,7F,3
2005,30 - 34 years,Positive,8,4
2005,30 - 34 years,Positive,9A,1
2005,30 - 34 years,Positive,9L,1
2005,30 - 34 years,Positive,9N,1
2005,30 - 34 years,Positive,9V,3
2005,30 - 34 years,Unknown,1,41
2005,30 - 34 years,Unknown,10A,6
2005,30 - 34 years,Unknown,10F,1
2005,30 - 34 years,Unknown,11A,1
2005,30 - 34 years,Unknown,11B,1
2005,30 - 34 years,Unknown,11C,1
2005,30 - 34 years,Unknown,12F,15
2005,30 - 34 years,Unknown,13,5
2005,30 - 34 years,Unknown,14,14
2005,30 - 34 years,Unknown,15A,3
2005,30 - 34 years,Unknown,15B/C,6
2005,30 - 34 years,Unknown,16,1
2005,30 - 34 years,Unknown,16F,3
2005,30 - 34 years,Unknown,18A,3
2005,30 - 34 years,Unknown,18C,5
2005,30 - 34 years,Unknown,18F,1
2005,30 - 34 years,Unknown,19A,15
2005,30 - 34 years,Unknown,19F,16
2005,30 - 34 years,Unknown,22,2
2005,30 - 34 years,Unknown,22A,1
2005,30 - 34 years,Unknown,22F,4
2005,30 - 34 years,Unknown,23A,1
2005,30 - 34 years,Unknown,23B,1
2005,30 - 34 years,Unknown,23F,11
2005,30 - 34 years,Unknown,25,2
2005,30 - 34 years,Unknown,28,1
2005,30 - 34 years,Unknown,29,1
2005,30 - 34 years,Unknown,3,4
2005,30 - 34 years,Unknown,31,1
2005,30 - 34 years,Unknown,33D,2
2005,30 - 34 years,Unknown,33F,1
2005,30 - 34 years,Unknown,34,1
2005,30 - 34 years,Unknown,35B,5
2005,30 - 34 years,Unknown,35F,1
2005,30 - 34 years,Unknown,38,1
2005,30 - 34 years,Unknown,4,16
2005,30 - 34 years,Unknown,5,5
2005,30 - 34 years,Unknown,6A,20
2005,30 - 34 years,Unknown,6B,14
2005,30 - 34 years,Unknown,7C,6
2005,30 - 34 years,Unknown,7F,5
2005,30 - 34 years,Unknown,8,11
2005,30 - 34 years,Unknown,9N,8
2005,30 - 34 years,Unknown,9V,6
2005,30 - 34 years,Unknown,NT,1
2005,35 - 39 years,Negative,23F,1
2005,35 - 39 years,Negative,34,1
2005,35 - 39 years,Positive,1,11
2005,35 - 39 years,Positive,10A,2
2005,35 - 39 years,Positive,11A,1
2005,35 - 39 years,Positive,11B,1
2005,35 - 39 years,Positive,12F,8
2005,35 - 39 years,Positive,13,2
2005,35 - 39 years,Positive,14,3
2005,35 - 39 years,Positive,15B/C,2
2005,35 - 39 years,Positive,16F,6
2005,35 - 39 years,Positive,17A,1
2005,35 - 39 years,Positive,17F,2
2005,35 - 39 years,Positive,18F,1
2005,35 - 39 years,Positive,19A,10
2005,35 - 39 years,Positive,19F,7
2005,35 - 39 years,Positive,22,1
2005,35 - 39 years,Positive,22F,1
2005,35 - 39 years,Positive,23F,6
2005,35 - 39 years,Positive,25,3
2005,35 - 39 years,Positive,29,2
2005,35 - 39 years,Positive,3,4
2005,35 - 39 years,Positive,31,2
2005,35 - 39 years,Positive,4,7
2005,35 - 39 years,Positive,5,3
2005,35 - 39 years,Positive,6A,10
2005,35 - 39 years,Positive,6B,3
2005,35 - 39 years,Positive,6C,1
2005,35 - 39 years,Positive,7C,3
2005,35 - 39 years,Positive,7F,3
2005,35 - 39 years,Positive,8,4
2005,35 - 39 years,Positive,9N,2
2005,35 - 39 years,Positive,9V,3
2005,35 - 39 years,Unknown,1,36
2005,35 - 39 years,Unknown,10A,3
2005,35 - 39 years,Unknown,10F,1
2005,35 - 39 years,Unknown,11A,2
2005,35 - 39 years,Unknown,11B,1
2005,35 - 39 years,Unknown,12B,1
2005,35 - 39 years,Unknown,12F,12
2005,35 - 39 years,Unknown,13,4
2005,35 - 39 years,Unknown,14,8
2005,35 - 39 years,Unknown,15A,1
2005,35 - 39 years,Unknown,15B/C,5
2005,35 - 39 years,Unknown,16,1
2005,35 - 39 years,Unknown,16F,6
2005,35 - 39 years,Unknown,17F,3
2005,35 - 39 years,Unknown,18C,1
2005,35 - 39 years,Unknown,18F,1
2005,35 - 39 years,Unknown,19A,21
