YEAR,age_category,HIV,SEROTYPE,viable_case_count
2007,20 - 24 years,Positive,NT,1
2007,20 - 24 years,Unknown,1,19
2007,20 - 24 years,Unknown,10A,1
2007,20 - 24 years,Unknown,12F,7
2007,20 - 24 years,Unknown,13,4
2007,20 - 24 years,Unknown,14,7
2007,20 - 24 years,Unknown,15A,1
2007,20 - 24 years,Unknown,16,2
2007,20 - 24 years,Unknown,16F,2
2007,20 - 24 years,Unknown,18C,3
2007,20 - 24 years,Unknown,19A,7
2007,20 - 24 years,Unknown,19F,4
2007,20 - 24 years,Unknown,20,1
2007,20 - 24 years,Unknown,21,1
2007,20 - 24 years,Unknown,23A,1
2007,20 - 24 years,Unknown,23F,6
2007,20 - 24 years,Unknown,25,2
2007,20 - 24 years,Unknown,29,1
2007,20 - 24 years,Unknown,3,2
2007,20 - 24 years,Unknown,31,1
2007,20 - 24 years,Unknown,34,2
2007,20 - 24 years,Unknown,4,6
2007,20 - 24 years,Unknown,5,1
2007,20 - 24 years,Unknown,6A,7
2007,20 - 24 years,Unknown,6B,6
2007,20 - 24 years,Unknown,7C,3
2007,20 - 24 years,Unknown,7F,2
2007,20 - 24 years,Unknown,8,2
2007,20 - 24 years,Unknown,9V,3
2007,25 - 29 years,Negative,1,1
2007,25 - 29 years,Negative,15F,1
2007,25 - 29 years,Negative,18A,1
2007,25 - 29 years,Negative,19F,1
2007,25 - 29 years,Negative,33A,1
2007,25 - 29 years,Negative,8,1
2007,25 - 29 years,Positive,1,6
2007,25 - 29 years,Positive,10A,1
2007,25 - 29 years,Positive,10F,1
2007,25 - 29 years,Positive,11A,1
2007,25 - 29 years,Positive,12F,1
2007,25 - 29 years,Positive,14,5
2007,25 - 29 years,Positive,15A,1
2007,25 - 29 years,Positive,16F,3
2007,25 - 29 years,Positive,17F,2
2007,25 - 29 years,Positive,18A,1
2007,25 - 29 years,Positive,18C,2
2007,25 - 29 years,Positive,18F,1
2007,25 - 29 years,Positive,19A,10
2007,25 - 29 years,Positive,19F,3
2007,25 - 29 years,Positive,23F,5
2007,25 - 29 years,Positive,25,1
2007,25 - 29 years,Positive,29,1
2007,25 - 29 years,Positive,3,3
2007,25 - 29 years,Positive,38,1
2007,25 - 29 years,Positive,4,4
2007,25 - 29 years,Positive,5,1
2007,25 - 29 years,Positive,6A,1
2007,25 - 29 years,Positive,6B,5
2007,25 - 29 years,Positive,6C,1
2007,25 - 29 years,Positive,7F,1
2007,25 - 29 years,Positive,8,2
2007,25 - 29 years,Positive,9N,1
2007,25 - 29 years,Positive,9V,5
2007,25 - 29 years,Unknown,1,20
2007,25 - 29 years,Unknown,10A,1
2007,25 - 29 years,Unknown,10F,1
2007,25 - 29 years,Unknown,11A,2
2007,25 - 29 years,Unknown,12F,7
2007,25 - 29 years,Unknown,13,3
2007,25 - 29 years,Unknown,14,9
2007,25 - 29 years,Unknown,15A,4
2007,25 - 29 years,Unknown,15B/C,1
2007,25 - 29 years,Unknown,15F,3
2007,25 - 29 years,Unknown,16,1
2007,25 - 29 years,Unknown,16F,1
2007,25 - 29 years,Unknown,17F,3
2007,25 - 29 years,Unknown,18A,1
2007,25 - 29 years,Unknown,18C,3
2007,25 - 29 years,Unknown,19A,15
2007,25 - 29 years,Unknown,19F,3
2007,25 - 29 years,Unknown,22F,1
2007,25 - 29 years,Unknown,23A,1
2007,25 - 29 years,Unknown,23B,1
2007,25 - 29 years,Unknown,23F,16
2007,25 - 29 years,Unknown,25,1
2007,25 - 29 years,Unknown,3,6
2007,25 - 29 years,Unknown,31,2
2007,25 - 29 years,Unknown,34,1
2007,25 - 29 years,Unknown,35B,1
2007,25 - 29 years,Unknown,38,1
2007,25 - 29 years,Unknown,4,14
2007,25 - 29 years,Unknown,48,1
2007,25 - 29 years,Unknown,5,1
2007,25 - 29 years,Unknown,6A,11
2007,25 - 29 years,Unknown,6B,13
2007,25 - 29 years,Unknown,7F,3
2007,25 - 29 years,Unknown,8,7
2007,25 - 29 years,Unknown,9N,2
2007,25 - 29 years,Unknown,9V,6
2007,30 - 34 years,Negative,1,2
2007,30 - 34 years,Positive,1,9
2007,30 - 34 years,Positive,10B,1
2007,30 - 34 years,Positive,11C,2
2007,30 - 34 years,Positive,12F,5
2007,30 - 34 years,Positive,13,1
2007,30 - 34 years,Positive,14,8
2007,30 - 34 years,Positive,15A,2
2007,30 - 34 years,Positive,16,2
2007,30 - 34 years,Positive,16F,2
2007,30 - 34 years,Positive,18C,2
2007,30 - 34 years,Positive,19A,13
2007,30 - 34 years,Positive,19F,3
2007,30 - 34 years,Positive,22A,1
2007,30 - 34 years,Positive,22F,1
2007,30 - 34 years,Positive,23F,1
2007,30 - 34 years,Positive,28,1
2007,30 - 34 years,Positive,3,9
2007,30 - 34 years,Positive,4,4
2007,30 - 34 years,Positive,5,2
2007,30 - 34 years,Positive,6A,6
2007,30 - 34 years,Positive,6B,2
2007,30 - 34 years,Positive,6C,1
2007,30 - 34 years,Positive,7C,1
2007,30 - 34 years,Positive,7F,2
2007,30 - 34 years,Positive,8,5
2007,30 - 34 years,Positive,9N,1
2007,30 - 34 years,Positive,9V,3
2007,30 - 34 years,Unknown,1,31
2007,30 - 34 years,Unknown,10A,5
2007,30 - 34 years,Unknown,10F,1
2007,30 - 34 years,Unknown,11A,1
2007,30 - 34 years,Unknown,12B,1
2007,30 - 34 years,Unknown,12F,16
2007,30 - 34 years,Unknown,13,2
2007,30 - 34 years,Unknown,14,12
2007,30 - 34 years,Unknown,15A,2
2007,30 - 34 years,Unknown,15B/C,1
2007,30 - 34 years,Unknown,16,4
2007,30 - 34 years,Unknown,16F,4
2007,30 - 34 years,Unknown,17F,3
2007,30 - 34 years,Unknown,18A,1
2007,30 - 34 years,Unknown,18C,1
2007,30 - 34 years,Unknown,18F,1
2007,30 - 34 years,Unknown,19A,21
2007,30 - 34 years,Unknown,19F,9
2007,30 - 34 years,Unknown,22,1
2007,30 - 34 years,Unknown,22F,2
2007,30 - 34 years,Unknown,23A,2
2007,30 - 34 years,Unknown,23F,15
2007,30 - 34 years,Unknown,25,1
2007,30 - 34 years,Unknown,28,2
2007,30 - 34 years,Unknown,3,7
2007,30 - 34 years,Unknown,31,2
2007,30 - 34 years,Unknown,33D,3
2007,30 - 34 years,Unknown,34,1
2007,30 - 34 years,Unknown,35B,1
2007,30 - 34 years,Unknown,38,2
2007,30 - 34 years,Unknown,4,18
2007,30 - 34 years,Unknown,6A,15
2007,30 - 34 years,Unknown,6B,9
2007,30 - 34 years,Unknown,7C,1
2007,30 - 34 years,Unknown,7F,7
2007,30 - 34 years,Unknown,8,10
2007,30 - 34 years,Unknown,9L,1
2007,30 - 34 years,Unknown,9N,3
2007,30 - 34 years,Unknown,9V,5
2007,35 - 39 years,Negative,1,3
2007,35 - 39 years,Negative,14,1
2007,35 - 39 years,Negative,18C,1
2007,35 - 39 years,Negative,22F,1
2007,35 - 39 years,Negative,3,1
2007,35 - 39 years,Negative,33F,1
2007,35 - 39 years,Negative,48,1
2007,35 - 39 years,Negative,6A,2
2007,35 - 39 years,Negative,6B,1
2007,35 - 39 years,Negative,7C,1
2007,35 - 39 years,Negative,7F,1
2007,35 - 39 years,Positive,1,8
2007,35 - 39 years,Positive,10A,2
2007,35 - 39 years,Positive,12F,1
2007,35 - 39 years,Positive,14,8
2007,35 - 39 years,Positive,15A,1
2007,35 - 39 years,Positive,16F,2
2007,35 - 39 years,Positive,17F,4
2007,35 - 39 years,Positive,18C,2
2007,35 - 39 years,Positive,19A,16
2007,35 - 39 years,Positive,19F,9
2007,35 - 39 years,Positive,22F,1
2007,35 - 39 years,Positive,23A,2
2007,35 - 39 years,Positive,23B,1
2007,35 - 39 years,Positive,23F,9
2007,35 - 39 years,Positive,29,2
2007,35 - 39 years,Positive,3,4
2007,35 - 39 years,Positive,33B,1
2007,35 - 39 years,Positive,33F,2
2007,35 - 39 years,Positive,35B,1
2007,35 - 39 years,Positive,38,1
2007,35 - 39 years,Positive,4,11
2007,35 - 39 years,Positive,6A,7
2007,35 - 39 years,Positive,6B,5
2007,35 - 39 years,Positive,6C,2
2007,35 - 39 years,Positive,7C,2
2007,35 - 39 years,Positive,7F,3
2007,35 - 39 years,Positive,8,8
2007,35 - 39 years,Positive,9N,4
2007,35 - 39 years,Positive,9V,2
2007,35 - 39 years,Unknown,1,21
2007,35 - 39 years,Unknown,10A,2
2007,35 - 39 years,Unknown,11A,1
2007,35 - 39 years,Unknown,11C,1
2007,35 - 39 years,Unknown,12B,1
2007,35 - 39 years,Unknown,12F,5
2007,35 - 39 years,Unknown,13,3
2007,35 - 39 years,Unknown,14,9
2007,35 - 39 years,Unknown,15A,2
2007,35 - 39 years,Unknown,15B/C,2
2007,35 - 39 years,Unknown,16,1
2007,35 - 39 years,Unknown,16F,2
2007,35 - 39 years,Unknown,17F,7
2007,35 - 39 years,Unknown,18C,6
2007,35 - 39 years,Unknown,18F,1
2007,35 - 39 years,Unknown,19A,17
2007,35 - 39 years,Unknown,19F,9
2007,35 - 39 years,Unknown,20,1
2007,35 - 39 years,Unknown,22,1
2007,35 - 39 years,Unknown,22F,1
2007,35 - 39 years,Unknown,23B,1
2007,35 - 39 years,Unknown,23F,12
2007,35 - 39 years,Unknown,25,2
2007,35 - 39 years,Unknown,3,10
2007,35 - 39 years,Unknown,31,1
2007,35 - 39 years,Unknown,33D,2
2007,35 - 39 years,Unknown,33F,2
2007,35 - 39 years,Unknown,34,1
2007,35 - 39 years,Unknown,35F,1
2007,35 - 39 years,Unknown,38,1
2007,35 - 39 years,Unknown,4,28
2007,35 - 39 years,Unknown,5,1
2007,35 - 39 years,Unknown,6A,14
2007,35 - 39 years,Unknown,6B,9
2007,35 - 39 years,Unknown,7C,7
2007,35 - 39 years,Unknown,7F,5
2007,35 - 39 years,Unknown,8,10
2007,35 - 39 years,Unknown,9N,3
2007,35 - 39 years,Unknown,9V,10
2007,40 - 44 years,Negative,1,1
2007,40 - 44 years,Negative,17F,1
2007,40 - 44 years,Negative,18C,1
2007,40 - 44 years,Negative,33D,1
2007,40 - 44 years,Negative,4,3
2007,40 - 44 years,Negative,6B,1
2007,40 - 44 years,Positive,1,7
2007,40 - 44 years,Positive,11A,2
2007,40 - 44 years,Positive,12F,2
2007,40 - 44 years,Positive,14,3
2007,40 - 44 years,Positive,15B/C,1
2007,40 - 44 years,Positive,16F,3
2007,40 - 44 years,Positive,17F,1
2007,40 - 44 years,Positive,18C,4
2007,40 - 44 years,Positive,19A,9
2007,40 - 44 years,Positive,19F,3
2007,40 - 44 years,Positive,23B,1
2007,40 - 44 years,Positive,23F,5
2007,40 - 44 years,Positive,3,7
2007,40 - 44 years,Positive,33F,1
2007,40 - 44 years,Positive,34,4
2007,40 - 44 years,Positive,35B,1
2007,40 - 44 years,Positive,35F,2
2007,40 - 44 years,Positive,38,2
2007,40 - 44 years,Positive,4,7
2007,40 - 44 years,Positive,6A,5
2007,40 - 44 years,Positive,6B,3
2007,40 - 44 years,Positive,7C,5
2007,40 - 44 years,Positive,7F,1
2007,40 - 44 years,Positive,8,2
2007,40 - 44 years,Positive,9N,1
2007,40 - 44 years,Positive,9V,1
2007,40 - 44 years,Unknown,1,16
2007,40 - 44 years,Unknown,10A,2
2007,40 - 44 years,Unknown,11A,1
2007,40 - 44 years,Unknown,12F,7
2007,40 - 44 years,Unknown,13,2
2007,40 - 44 years,Unknown,14,4
2007,40 - 44 years,Unknown,15A,3
2007,40 - 44 years,Unknown,15B/C,1
2007,40 - 44 years,Unknown,15F,1
2007,40 - 44 years,Unknown,16,1
2007,40 - 44 years,Unknown,16F,1
2007,40 - 44 years,Unknown,17F,2
2007,40 - 44 years,Unknown,18A,2
2007,40 - 44 years,Unknown,18C,2
2007,40 - 44 years,Unknown,19A,16
2007,40 - 44 years,Unknown,19F,6
2007,40 - 44 years,Unknown,22,2
2007,40 - 44 years,Unknown,22F,1
2007,40 - 44 years,Unknown,23A,1
2007,40 - 44 years,Unknown,23F,12
2007,40 - 44 years,Unknown,29,2
2007,40 - 44 years,Unknown,3,9
2007,40 - 44 years,Unknown,33F,1
2007,40 - 44 years,Unknown,34,1
2007,40 - 44 years,Unknown,35F,2
2007,40 - 44 years,Unknown,38,2
2007,40 - 44 years,Unknown,4,10
2007,40 - 44 years,Unknown,5,1
2007,40 - 44 years,Unknown,6A,14
2007,40 - 44 years,Unknown,6B,5
2007,40 - 44 years,Unknown,6C,2
2007,40 - 44 years,Unknown,7C,2
2007,40 - 44 years,Unknown,7F,1
2007,40 - 44 years,Unknown,8,9
2007,40 - 44 years,Unknown,9L,1
2007,40 - 44 years,Unknown,9N,2
2007,40 - 44 years,Unknown,9V,3
2007,45 - 49 years,Negative,1,3
2007,45 - 49 years,Negative,15A,2
2007,45 - 49 years,Negative,22F,1
2007,45 - 49 years,Negative,23F,2
2007,45 - 49 years,Negative,8,1
2007,45 - 49 years,Negative,9L,1
2007,45 - 49 years,Positive,10F,1
2007,45 - 49 years,Positive,11A,1
2007,45 - 49 years,Positive,11C,1
2007,45 - 49 years,Positive,12F,1
2007,45 - 49 years,Positive,13,2
2007,45 - 49 years,Positive,14,2
2007,45 - 49 years,Positive,15B/C,1
2007,45 - 49 years,Positive,16F,1
2007,45 - 49 years,Positive,18A,1
2007,45 - 49 years,Positive,19A,4
2007,45 - 49 years,Positive,19F,3
2007,45 - 49 years,Positive,23F,2
2007,45 - 49 years,Positive,3,3
2007,45 - 49 years,Positive,4,2
2007,45 - 49 years,Positive,48,1
2007,45 - 49 years,Positive,6A,4
2007,45 - 49 years,Positive,6B,1
2007,45 - 49 years,Positive,7C,1
2007,45 - 49 years,Positive,8,2
2007,45 - 49 years,Positive,9N,1
2007,45 - 49 years,Positive,9V,3
2007,45 - 49 years,Unknown,1,12
2007,45 - 49 years,Unknown,11A,1
2007,45 - 49 years,Unknown,12F,6
2007,45 - 49 years,Unknown,13,3
2007,45 - 49 years,Unknown,14,7
2007,45 - 49 years,Unknown,15A,2
2007,45 - 49 years,Unknown,15B/C,1
2007,45 - 49 years,Unknown,16,1
2007,45 - 49 years,Unknown,16F,4
2007,45 - 49 years,Unknown,17F,2
2007,45 - 49 years,Unknown,18C,2
2007,45 - 49 years,Unknown,19A,8
2007,45 - 49 years,Unknown,19F,5
2007,45 - 49 years,Unknown,22,1
2007,45 - 49 years,Unknown,22A,1
2007,45 - 49 years,Unknown,22F,1
2007,45 - 49 years,Unknown,23A,2
2007,45 - 49 years,Unknown,23F,1
2007,45 - 49 years,Unknown,29,1
2007,45 - 49 years,Unknown,3,4
2007,45 - 49 years,Unknown,33A,1
2007,45 - 49 years,Unknown,33D,1
2007,45 - 49 years,Unknown,33F,1
2007,45 - 49 years,Unknown,35B,2
2007,45 - 49 years,Unknown,4,9
2007,45 - 49 years,Unknown,6A,7
2007,45 - 49 years,Unknown,6B,2
2007,45 - 49 years,Unknown,6C,1
2007,45 - 49 years,Unknown,7C,1
2007,45 - 49 years,Unknown,7F,1
2007,45 - 49 years,Unknown,8,7
2007,45 - 49 years,Unknown,9N,2
2007,45 - 49 years,Unknown,9V,3
2007,50 - 54 years,Negative,14,2
2007,50 - 54 years,Negative,19A,1
2007,50 - 54 years,Negative,23F/8,1
2007,50 - 54 years,Negative,3,1
2007,50 - 54 years,Negative,6B,1
2007,50 - 54 years,Positive,1,1
2007,50 - 54 years,Positive,13,1
2007,50 - 54 years,Positive,14,1
2007,50 - 54 years,Positive,18F,1
2007,50 - 54 years,Positive,19A,3
2007,50 - 54 years,Positive,23A,1
2007,50 - 54 years,Positive,23F,3
2007,50 - 54 years,Positive,3,1
2007,50 - 54 years,Positive,31,1
2007,50 - 54 years,Positive,35B,1
2007,50 - 54 years,Positive,4,6
2007,50 - 54 years,Positive,5,1
2007,50 - 54 years,Positive,6A,1
2007,50 - 54 years,Positive,6B,2
2007,50 - 54 years,Positive,7C,1
2007,50 - 54 years,Positive,9N,2
2007,50 - 54 years,Positive,9V,1
2007,50 - 54 years,Unknown,1,7
2007,50 - 54 years,Unknown,10A,1
2007,50 - 54 years,Unknown,10F,1
2007,50 - 54 years,Unknown,12F,2
2007,50 - 54 years,Unknown,13,4
2007,50 - 54 years,Unknown,14,4
2007,50 - 54 years,Unknown,15B/C,2
2007,50 - 54 years,Unknown,16F,3
2007,50 - 54 years,Unknown,17F,3
2007,50 - 54 years,Unknown,19A,9
2007,50 - 54 years,Unknown,19F,5
2007,50 - 54 years,Unknown,22,1
2007,50 - 54 years,Unknown,23A,2
2007,50 - 54 years,Unknown,23F,4
2007,50 - 54 years,Unknown,28,1
2007,50 - 54 years,Unknown,3,3
2007,50 - 54 years,Unknown,34,1
2007,50 - 54 years,Unknown,35F,1
2007,50 - 54 years,Unknown,4,7
2007,50 - 54 years,Unknown,6A,4
2007,50 - 54 years,Unknown,6B,3
2007,50 - 54 years,Unknown,6C,1
2007,50 - 54 years,Unknown,7F,2
2007,50 - 54 years,Unknown,8,5
2007,50 - 54 years,Unknown,9N,1
2007,50 - 54 years,Unknown,9V,3
2007,55 - 59 years,Negative,14,1
2007,55 - 59 years,Negative,19A,1
2007,55 - 59 years,Negative,19F,1
2007,55 - 59 years,Negative,6A,1
2007,55 - 59 years,Positive,11A,1
2007,55 - 59 years,Positive,14,1
2007,55 - 59 years,Positive,16,1
2007,55 - 59 years,Positive,19A,1
2007,55 - 59 years,Positive,4,2
2007,55 - 59 years,Positive,6B,1
2007,55 - 59 years,Positive,7C,1
2007,55 - 59 years,Positive,8,2
2007,55 - 59 years,Unknown,1,4
2007,55 - 59 years,Unknown,12F,2
2007,55 - 59 years,Unknown,15A,1
2007,55 - 59 years,Unknown,16,1
2007,55 - 59 years,Unknown,16F,1
2007,55 - 59 years,Unknown,17F,1
2007,55 - 59 years,Unknown,18C,1
2007,55 - 59 years,Unknown,19A,4
2007,55 - 59 years,Unknown,20,1
2007,55 - 59 years,Unknown,22,1
2007,55 - 59 years,Unknown,22F,1
2007,55 - 59 years,Unknown,23F,1
2007,55 - 59 years,Unknown,3,1
2007,55 - 59 years,Unknown,33A,1
2007,55 - 59 years,Unknown,4,4
2007,55 - 59 years,Unknown,5,1
2007,55 - 59 years,Unknown,6A,2
2007,55 - 59 years,Unknown,6B,3
2007,55 - 59 years,Unknown,7F,1
2007,55 - 59 years,Unknown,8,2
2007,55 - 59 years,Unknown,9N,1
2007,55 - 59 years,Unknown,9V,2
2007,60 - 64 years,Negative,1,1
2007,60 - 64 years,Positive,11A,1
2007,60 - 64 years,Positive,19A,1
2007,60 - 64 years,Positive,19F,3
2007,60 - 64 years,Positive,23F,2
2007,60 - 64 years,Positive,38,1
2007,60 - 64 years,Positive,6B,1
2007,60 - 64 years,Unknown,1,5
2007,60 - 64 years,Unknown,12F,1
2007,60 - 64 years,Unknown,14,2
2007,60 - 64 years,Unknown,16F,1
2007,60 - 64 years,Unknown,18C,1
2007,60 - 64 years,Unknown,19A,6
2007,60 - 64 years,Unknown,19F,2
2007,60 - 64 years,Unknown,23F,6
2007,60 - 64 years,Unknown,3,5
2007,60 - 64 years,Unknown,4,2
2007,60 - 64 years,Unknown,6A,2
2007,60 - 64 years,Unknown,7C,1
2007,60 - 64 years,Unknown,8,1
2007,65 - 69 years,Negative,19A,1
2007,65 - 69 years,Positive,19F,2
2007,65 - 69 years,Positive,23F,2
2007,65 - 69 years,Unknown,1,5
2007,65 - 69 years,Unknown,12F,3
2007,65 - 69 years,Unknown,13,1
2007,65 - 69 years,Unknown,14,2
2007,65 - 69 years,Unknown,16F,1
2007,65 - 69 years,Unknown,19A,2
2007,65 - 69 years,Unknown,19F,5
2007,65 - 69 years,Unknown,23F,2
2007,65 - 69 years,Unknown,3,5
2007,65 - 69 years,Unknown,34,1
2007,65 - 69 years,Unknown,4,4
2007,65 - 69 years,Unknown,6A,2
2007,65 - 69 years,Unknown,8,1
2007,65 - 69 years,Unknown,9V,1
2007,70 - 74 years,Negative,16F,1
2007,70 - 74 years,Negative,19A,2
2007,70 - 74 years,Negative,34,1
2007,70 - 74 years,Negative,4,1
2007,70 - 74 years,Negative,6B,1
2007,70 - 74 years,Negative,8,1
2007,70 - 74 years,Positive,23F,1
2007,70 - 74 years,Unknown,1,2
2007,70 - 74 years,Unknown,16,1
2007,70 - 74 years,Unknown,19A,2
2007,70 - 74 years,Unknown,22F,1
2007,70 - 74 years,Unknown,23F,3
2007,70 - 74 years,Unknown,3,4
2007,70 - 74 years,Unknown,5,1
2007,70 - 74 years,Unknown,6B,1
2007,70 - 74 years,Unknown,6C,1
2007,70 - 74 years,Unknown,8,2
2007,75 - 79 years,Negative,1,1
2007,75 - 79 years,Unknown,1,3
2007,75 - 79 years,Unknown,13,2
2007,75 - 79 years,Unknown,14,2
2007,75 - 79 years,Unknown,15A,1
2007,75 - 79 years,Unknown,19A,2
2007,75 - 79 years,Unknown,25,1
2007,75 - 79 years,Unknown,3,2
2007,75 - 79 years,Unknown,4,2
2007,75 - 79 years,Unknown,6A,1
2007,75 - 79 years,Unknown,6B,2
2007,75 - 79 years,Unknown,8,1
2007,75 - 79 years,Unknown,9V,2
2007,80 - 84 years,Unknown,1,2
2007,80 - 84 years,Unknown,22F,1
2007,85 - 89 years,Unknown,14,1
2007,85 - 89 years,Unknown,3/35B,1
2007,85 - 89 years,Unknown,5,1
2007,85 - 89 years,Unknown,6A,1
2007,90 - 94 years,Unknown,34,1
2007,90 - 94 years,Unknown,6A,1
2007,Unknown,Negative,6B,2
2007,Unknown,Positive,16F,1
2007,Unknown,Unknown,1,14
2007,Unknown,Unknown,10A,1
2007,Unknown,Unknown,11B,1
2007,Unknown,Unknown,12F,6
2007,Unknown,Unknown,13,1
2007,Unknown,Unknown,14,8
2007,Unknown,Unknown,15B/C,2
2007,Unknown,Unknown,16,2
2007,Unknown,Unknown,16F,1
2007,Unknown,Unknown,17F,2
2007,Unknown,Unknown,18C,2
2007,Unknown,Unknown,18F,1
2007,Unknown,Unknown,19A,13
2007,Unknown,Unknown,19F,11
2007,Unknown,Unknown,22A,1
2007,Unknown,Unknown,23A,1
2007,Unknown,Unknown,23F,9
2007,Unknown,Unknown,29,2
2007,Unknown,Unknown,3,5
2007,Unknown,Unknown,31,2
2007,Unknown,Unknown,33A,1
2007,Unknown,Unknown,35F,1
2007,Unknown,Unknown,4,7
2007,Unknown,Unknown,5,2
2007,Unknown,Unknown,6A,13
2007,Unknown,Unknown,6B,8
2007,Unknown,Unknown,7C,2
2007,Unknown,Unknown,7F,2
2007,Unknown,Unknown,8,4
2007,Unknown,Unknown,9N,3
2007,Unknown,Unknown,9V,4
2008,0 - 5 months,Negative,10A,2
2008,0 - 5 months,Negative,11B,1
2008,0 - 5 months,Negative,12F,1
2008,0 - 5 months,Negative,13,1
2008,0 - 5 months,Negative,14,12
2008,0 - 5 months,Negative,15B/C,1
2008,0 - 5 months,Negative,16F,1
2008,0 - 5 months,Negative,18C,3
2008,0 - 5 months,Negative,19A,4
2008,0 - 5 months,Negative,19F,9
2008,0 - 5 months,Negative,22F,1
2008,0 - 5 months,Negative,23F,4
2008,0 - 5 months,Negative,3,1
2008,0 - 5 months,Negative,34,2
2008,0 - 5 months,Negative,35F,1
2008,0 - 5 months,Negative,4,2
2008,0 - 5 months,Negative,5,2
2008,0 - 5 months,Negative,6A,6
2008,0 - 5 months,Negative,6B,7
2008,0 - 5 months,Negative,7C,1
2008,0 - 5 months,Negative,8,5
2008,0 - 5 months,Negative,9N,2
2008,0 - 5 months,Negative,9V,2
2008,0 - 5 months,Positive,12F,1
2008,0 - 5 months,Positive,14,19
2008,0 - 5 months,Positive,15B/C,1
2008,0 - 5 months,Positive,16F,1
2008,0 - 5 months,Positive,18C,1
2008,0 - 5 months,Positive,19A,5
2008,0 - 5 months,Positive,19A/22,1
2008,0 - 5 months,Positive,19F,10
2008,0 - 5 months,Positive,22F,1
2008,0 - 5 months,Positive,23F,4
2008,0 - 5 months,Positive,3,2
2008,0 - 5 months,Positive,34,1
2008,0 - 5 months,Positive,35B,1
2008,0 - 5 months,Positive,4,2
2008,0 - 5 months,Positive,6A,6
2008,0 - 5 months,Positive,6B,7
2008,0 - 5 months,Positive,6B/14,1
2008,0 - 5 months,Positive,8,1
2008,0 - 5 months,Positive,9V,1
2008,0 - 5 months,Unknown,1,6
2008,0 - 5 months,Unknown,12F,5
2008,0 - 5 months,Unknown,13,1
2008,0 - 5 months,Unknown,14,54
2008,0 - 5 months,Unknown,15B/C,5
2008,0 - 5 months,Unknown,16,1
2008,0 - 5 months,Unknown,16F,1
2008,0 - 5 months,Unknown,17F,1
2008,0 - 5 months,Unknown,18A,2
2008,0 - 5 months,Unknown,18C,6
2008,0 - 5 months,Unknown,18F,1
2008,0 - 5 months,Unknown,19A,15
2008,0 - 5 months,Unknown,19F,18
2008,0 - 5 months,Unknown,22F,1
2008,0 - 5 months,Unknown,23F,21
2008,0 - 5 months,Unknown,29,3
2008,0 - 5 months,Unknown,3,5
2008,0 - 5 months,Unknown,31,1
2008,0 - 5 months,Unknown,33B,1
2008,0 - 5 months,Unknown,33D,1
2008,0 - 5 months,Unknown,34,1
2008,0 - 5 months,Unknown,35A,1
2008,0 - 5 months,Unknown,35B,2
2008,0 - 5 months,Unknown,38,2
2008,0 - 5 months,Unknown,4,4
2008,0 - 5 months,Unknown,5,6
2008,0 - 5 months,Unknown,6A,27
2008,0 - 5 months,Unknown,6B,24
2008,0 - 5 months,Unknown,6C,1
2008,0 - 5 months,Unknown,7F,2
2008,0 - 5 months,Unknown,8,9
2008,0 - 5 months,Unknown,9N,2
2008,0 - 5 months,Unknown,9V,8
2008,0 - 5 months,Unknown,NT,2
2008,6 - 11 months,Negative,1,2
2008,6 - 11 months,Negative,10A,1
2008,6 - 11 months,Negative,12B,1
2008,6 - 11 months,Negative,14,16
2008,6 - 11 months,Negative,15A,1
2008,6 - 11 months,Negative,16,1
2008,6 - 11 months,Negative,16F,1
2008,6 - 11 months,Negative,17F,1
2008,6 - 11 months,Negative,18C,2
2008,6 - 11 months,Negative,19A,6
2008,6 - 11 months,Negative,19F,3
2008,6 - 11 months,Negative,23F,7
2008,6 - 11 months,Negative,29,1
2008,6 - 11 months,Negative,33D,1
2008,6 - 11 months,Negative,34,1
2008,6 - 11 months,Negative,42,1
2008,6 - 11 months,Negative,6A,7
2008,6 - 11 months,Negative,6B,8
2008,6 - 11 months,Negative,9N,1
2008,6 - 11 months,Negative,9V,1
2008,6 - 11 months,Positive,12F,1
2008,6 - 11 months,Positive,14,6
2008,6 - 11 months,Positive,18C,1
2008,6 - 11 months,Positive,19A,4
2008,6 - 11 months,Positive,19F,6
2008,6 - 11 months,Positive,23F,5
2008,6 - 11 months,Positive,29,1
2008,6 - 11 months,Positive,33D,1
2008,6 - 11 months,Positive,6A,8
2008,6 - 11 months,Positive,6B,6
2008,6 - 11 months,Positive,6C,2
2008,6 - 11 months,Positive,7C,1
2008,6 - 11 months,Positive,9N,1
2008,6 - 11 months,Positive,9V,5
2008,6 - 11 months,Unknown,,1
2008,6 - 11 months,Unknown,1,6
2008,6 - 11 months,Unknown,11A,1
2008,6 - 11 months,Unknown,12F,3
2008,6 - 11 months,Unknown,13,2
2008,6 - 11 months,Unknown,14,26
2008,6 - 11 months,Unknown,15A,1
2008,6 - 11 months,Unknown,15B/C,3
2008,6 - 11 months,Unknown,18C,5
2008,6 - 11 months,Unknown,19A,15
2008,6 - 11 months,Unknown,19F,26
2008,6 - 11 months,Unknown,22F,1
2008,6 - 11 months,Unknown,23B,2
2008,6 - 11 months,Unknown,23F,30
2008,6 - 11 months,Unknown,29,1
2008,6 - 11 months,Unknown,3,2
2008,6 - 11 months,Unknown,33F,1
2008,6 - 11 months,Unknown,35B,1
2008,6 - 11 months,Unknown,38,1
