"YEAR","viability","age_category","HIV","case_count"
2008,"Audit","55 - 59 years","Unknown",17
2008,"Audit","60 - 64 years","Negative",1
2008,"Audit","60 - 64 years","Positive",1
2008,"Audit","60 - 64 years","Unknown",15
2008,"Audit","65 - 69 years","Unknown",10
2008,"Audit","70 - 74 years","Unknown",2
2008,"Audit","75 - 79 years","Unknown",2
2008,"Audit","80 - 84 years","Unknown",1
2008,"Audit","85 - 89 years","Unknown",2
2008,"Audit","Unknown","Unknown",45
2008,"Non-viable","0 - 5 months","Negative",7
2008,"Non-viable","0 - 5 months","Positive",7
2008,"Non-viable","0 - 5 months","Unknown",43
2008,"Non-viable","6 - 11 months","Negative",9
2008,"Non-viable","6 - 11 months","Positive",3
2008,"Non-viable","6 - 11 months","Unknown",13
2008,"Non-viable","12 - 17 months","Negative",1
2008,"Non-viable","12 - 17 months","Positive",3
2008,"Non-viable","12 - 17 months","Unknown",11
2008,"Non-viable","18 - 23 months","Negative",3
2008,"Non-viable","18 - 23 months","Positive",2
2008,"Non-viable","18 - 23 months","Unknown",3
2008,"Non-viable","24 - 29 months","Positive",1
2008,"Non-viable","24 - 29 months","Unknown",8
2008,"Non-viable","30 - 35 months","Negative",1
2008,"Non-viable","30 - 35 months","Positive",1
2008,"Non-viable","30 - 35 months","Unknown",3
2008,"Non-viable","36 - 41 months","Negative",2
2008,"Non-viable","36 - 41 months","Positive",1
2008,"Non-viable","36 - 41 months","Unknown",2
2008,"Non-viable","42 - 47 months","Positive",2
2008,"Non-viable","42 - 47 months","Unknown",1
2008,"Non-viable","48 - 53 months","Positive",1
2008,"Non-viable","48 - 53 months","Unknown",2
2008,"Non-viable","54 - 59 months","Positive",1
2008,"Non-viable","54 - 59 months","Unknown",2
2008,"Non-viable","5 - 9 years","Positive",5
2008,"Non-viable","5 - 9 years","Unknown",9
2008,"Non-viable","10 - 14 years","Positive",2
2008,"Non-viable","10 - 14 years","Unknown",8
2008,"Non-viable","15 - 19 years","Positive",2
2008,"Non-viable","15 - 19 years","Unknown",3
2008,"Non-viable","20 - 24 years","Negative",2
2008,"Non-viable","20 - 24 years","Positive",17
2008,"Non-viable","20 - 24 years","Unknown",14
2008,"Non-viable","25 - 29 years","Negative",1
2008,"Non-viable","25 - 29 years","Positive",33
2008,"Non-viable","25 - 29 years","Unknown",26
2008,"Non-viable","30 - 34 years","Negative",2
2008,"Non-viable","30 - 34 years","Positive",50
2008,"Non-viable","30 - 34 years","Unknown",19
2008,"Non-viable","35 - 39 years","Negative",1
2008,"Non-viable","35 - 39 years","Positive",40
2008,"Non-viable","35 - 39 years","Unknown",25
2008,"Non-viable","40 - 44 years","Negative",2
2008,"Non-viable","40 - 44 years","Positive",41
2008,"Non-viable","40 - 44 years","Unknown",14
2008,"Non-viable","45 - 49 years","Negative",2
2008,"Non-viable","45 - 49 years","Positive",25
2008,"Non-viable","45 - 49 years","Unknown",14
2008,"Non-viable","50 - 54 years","Negative",1
2008,"Non-viable","50 - 54 years","Positive",9
2008,"Non-viable","50 - 54 years","Unknown",13
2008,"Non-viable","55 - 59 years","Positive",9
2008,"Non-viable","55 - 59 years","Unknown",9
2008,"Non-viable","60 - 64 years","Negative",3
2008,"Non-viable","60 - 64 years","Positive",2
2008,"Non-viable","60 - 64 years","Unknown",7
2008,"Non-viable","65 - 69 years","Negative",2
2008,"Non-viable","65 - 69 years","Positive",2
2008,"Non-viable","65 - 69 years","Unknown",3
2008,"Non-viable","70 - 74 years","Negative",1
2008,"Non-viable","70 - 74 years","Unknown",4
2008,"Non-viable","75 - 79 years","Negative",1
2008,"Non-viable","75 - 79 years","Positive",1
2008,"Non-viable","75 - 79 years","Unknown",3
2008,"Non-viable","80 - 84 years","Unknown",1
2008,"Non-viable","85 - 89 years","Positive",1
2008,"Non-viable","85 - 89 years","Unknown",1
2008,"Non-viable","Unknown","Unknown",14
2008,"Viable","0 - 5 months","Negative",71
2008,"Viable","0 - 5 months","Positive",66
2008,"Viable","0 - 5 months","Unknown",240
2008,"Viable","6 - 11 months","Negative",63
2008,"Viable","6 - 11 months","Positive",48
2008,"Viable","6 - 11 months","Unknown",178
2008,"Viable","12 - 17 months","Negative",19
2008,"Viable","12 - 17 months","Positive",28
2008,"Viable","12 - 17 months","Unknown",77
2008,"Viable","18 - 23 months","Negative",17
2008,"Viable","18 - 23 months","Positive",20
2008,"Viable","18 - 23 months","Unknown",55
2008,"Viable","24 - 29 months","Negative",11
2008,"Viable","24 - 29 months","Positive",11
2008,"Viable","24 - 29 months","Unknown",41
2008,"Viable","30 - 35 months","Negative",8
2008,"Viable","30 - 35 months","Positive",12
2008,"Viable","30 - 35 months","Unknown",25
2008,"Viable","36 - 41 months","Negative",2
2008,"Viable","36 - 41 months","Positive",7
2008,"Viable","36 - 41 months","Unknown",27
2008,"Viable","42 - 47 months","Negative",2
2008,"Viable","42 - 47 months","Positive",6
2008,"Viable","42 - 47 months","Unknown",15
2008,"Viable","48 - 53 months","Negative",4
2008,"Viable","48 - 53 months","Positive",5
2008,"Viable","48 - 53 months","Unknown",24
2008,"Viable","54 - 59 months","Negative",4
2008,"Viable","54 - 59 months","Positive",7
2008,"Viable","54 - 59 months","Unknown",6
2008,"Viable","5 - 9 years","Negative",15
2008,"Viable","5 - 9 years","Positive",48
2008,"Viable","5 - 9 years","Unknown",130
2008,"Viable","10 - 14 years","Negative",3
2008,"Viable","10 - 14 years","Positive",26
2008,"Viable","10 - 14 years","Unknown",63
2008,"Viable","15 - 19 years","Negative",3
2008,"Viable","15 - 19 years","Positive",6
2008,"Viable","15 - 19 years","Unknown",37
2008,"Viable","20 - 24 years","Negative",9
2008,"Viable","20 - 24 years","Positive",33
2008,"Viable","20 - 24 years","Unknown",75
2008,"Viable","25 - 29 years","Negative",9
2008,"Viable","25 - 29 years","Positive",84
2008,"Viable","25 - 29 years","Unknown",177
2008,"Viable","30 - 34 years","Negative",6
2008,"Viable","30 - 34 years","Positive",125
2008,"Viable","30 - 34 years","Unknown",212
2008,"Viable","35 - 39 years","Negative",8
2008,"Viable","35 - 39 years","Positive",88
2008,"Viable","35 - 39 years","Unknown",184
2008,"Viable","40 - 44 years","Negative",9
2008,"Viable","40 - 44 years","Positive",67
2008,"Viable","40 - 44 years","Unknown",161
2008,"Viable","45 - 49 years","Negative",8
2008,"Viable","45 - 49 years","Positive",56
2008,"Viable","45 - 49 years","Unknown",92
2008,"Viable","50 - 54 years","Negative",11
2008,"Viable","50 - 54 years","Positive",23
2008,"Viable","50 - 54 years","Unknown",87
2008,"Viable","55 - 59 years","Negative",5
2008,"Viable","55 - 59 years","Positive",15
2008,"Viable","55 - 59 years","Unknown",55
2008,"Viable","60 - 64 years","Negative",3
2008,"Viable","60 - 64 years","Positive",6
2008,"Viable","60 - 64 years","Unknown",38
2008,"Viable","65 - 69 years","Negative",4
2008,"Viable","65 - 69 years","Positive",4
2008,"Viable","65 - 69 years","Unknown",28
2008,"Viable","70 - 74 years","Negative",4
2008,"Viable","70 - 74 years","Unknown",22
2008,"Viable","75 - 79 years","Negative",3
2008,"Viable","75 - 79 years","Unknown",17
2008,"Viable","80 - 84 years","Negative",1
2008,"Viable","80 - 84 years","Unknown",7
2008,"Viable","85 - 89 years","Unknown",6
2008,"Viable","90 - 94 years","Unknown",6
2008,"Viable","Unknown","Unknown",148
2009,"Audit","0 - 5 months","Negative",2
2009,"Audit","0 - 5 months","Positive",5
2009,"Audit","0 - 5 months","Unknown",60
2009,"Audit","6 - 11 months","Positive",1
2009,"Audit","6 - 11 months","Unknown",53
2009,"Audit","12 - 17 months","Negative",2
2009,"Audit","12 - 17 months","Positive",2
2009,"Audit","12 - 17 months","Unknown",28
2009,"Audit","18 - 23 months","Positive",2
2009,"Audit","18 - 23 months","Unknown",14
2009,"Audit","24 - 29 months","Positive",1
2009,"Audit","24 - 29 months","Unknown",15
2009,"Audit","30 - 35 months","Negative",1
2009,"Audit","30 - 35 months","Unknown",8
2009,"Audit","36 - 41 months","Unknown",5
2009,"Audit","42 - 47 months","Unknown",1
2009,"Audit","48 - 53 months","Positive",3
2009,"Audit","48 - 53 months","Unknown",10
2009,"Audit","54 - 59 months","Unknown",4
2009,"Audit","5 - 9 years","Positive",3
2009,"Audit","5 - 9 years","Unknown",54
2009,"Audit","10 - 14 years","Negative",1
2009,"Audit","10 - 14 years","Positive",2
2009,"Audit","10 - 14 years","Unknown",30
2009,"Audit","15 - 19 years","Positive",1
2009,"Audit","15 - 19 years","Unknown",11
2009,"Audit","20 - 24 years","Positive",4
2009,"Audit","20 - 24 years","Unknown",37
2009,"Audit","25 - 29 years","Negative",1
2009,"Audit","25 - 29 years","Positive",7
2009,"Audit","25 - 29 years","Unknown",64
2009,"Audit","30 - 34 years","Negative",1
2009,"Audit","30 - 34 years","Positive",14
2009,"Audit","30 - 34 years","Unknown",80
2009,"Audit","35 - 39 years","Negative",1
2009,"Audit","35 - 39 years","Positive",15
2009,"Audit","35 - 39 years","Unknown",70
2009,"Audit","40 - 44 years","Positive",5
2009,"Audit","40 - 44 years","Unknown",60
2009,"Audit","45 - 49 years","Negative",1
2009,"Audit","45 - 49 years","Positive",4
2009,"Audit","45 - 49 years","Unknown",38
2009,"Audit","50 - 54 years","Positive",2
2009,"Audit","50 - 54 years","Unknown",23
2009,"Audit","55 - 59 years","Positive",3
2009,"Audit","55 - 59 years","Unknown",17
2009,"Audit","60 - 64 years","Negative",1
2009,"Audit","60 - 64 years","Positive",1
2009,"Audit","60 - 64 years","Unknown",11
2009,"Audit","65 - 69 years","Positive",1
2009,"Audit","65 - 69 years","Unknown",12
2009,"Audit","70 - 74 years","Unknown",3
2009,"Audit","75 - 79 years","Unknown",2
2009,"Audit","80 - 84 years","Unknown",4
2009,"Audit","85 - 89 years","Positive",1
2009,"Audit","85 - 89 years","Unknown",1
2009,"Audit","95 - 99 years","Unknown",1
2009,"Audit","Unknown","Unknown",37
2009,"Non-viable","0 - 5 months","Negative",8
2009,"Non-viable","0 - 5 months","Positive",5
2009,"Non-viable","0 - 5 months","Unknown",29
2009,"Non-viable","6 - 11 months","Negative",7
2009,"Non-viable","6 - 11 months","Positive",2
2009,"Non-viable","6 - 11 months","Unknown",17
2009,"Non-viable","12 - 17 months","Negative",2
2009,"Non-viable","12 - 17 months","Positive",1
2009,"Non-viable","12 - 17 months","Unknown",10
2009,"Non-viable","18 - 23 months","Negative",2
2009,"Non-viable","18 - 23 months","Positive",1
2009,"Non-viable","18 - 23 months","Unknown",1
2009,"Non-viable","24 - 29 months","Unknown",6
2009,"Non-viable","30 - 35 months","Unknown",4
2009,"Non-viable","36 - 41 months","Positive",1
2009,"Non-viable","36 - 41 months","Unknown",5
2009,"Non-viable","42 - 47 months","Negative",1
2009,"Non-viable","42 - 47 months","Positive",1
2009,"Non-viable","42 - 47 months","Unknown",2
2009,"Non-viable","48 - 53 months","Unknown",3
2009,"Non-viable","54 - 59 months","Positive",1
2009,"Non-viable","54 - 59 months","Unknown",1
2009,"Non-viable","5 - 9 years","Negative",3
2009,"Non-viable","5 - 9 years","Positive",5
2009,"Non-viable","5 - 9 years","Unknown",13
2009,"Non-viable","10 - 14 years","Negative",1
2009,"Non-viable","10 - 14 years","Positive",3
2009,"Non-viable","10 - 14 years","Unknown",9
2009,"Non-viable","15 - 19 years","Positive",1
2009,"Non-viable","15 - 19 years","Unknown",7
2009,"Non-viable","20 - 24 years","Negative",2
2009,"Non-viable","20 - 24 years","Positive",14
2009,"Non-viable","20 - 24 years","Unknown",14
2009,"Non-viable","25 - 29 years","Negative",2
2009,"Non-viable","25 - 29 years","Positive",28
2009,"Non-viable","25 - 29 years","Unknown",22
2009,"Non-viable","30 - 34 years","Negative",1
2009,"Non-viable","30 - 34 years","Positive",44
2009,"Non-viable","30 - 34 years","Unknown",34
2009,"Non-viable","35 - 39 years","Negative",2
2009,"Non-viable","35 - 39 years","Positive",35
2009,"Non-viable","35 - 39 years","Unknown",19
2009,"Non-viable","40 - 44 years","Negative",1
2009,"Non-viable","40 - 44 years","Positive",32
2009,"Non-viable","40 - 44 years","Unknown",15
2009,"Non-viable","45 - 49 years","Negative",3
2009,"Non-viable","45 - 49 years","Positive",15
2009,"Non-viable","45 - 49 years","Unknown",14
2009,"Non-viable","50 - 54 years","Negative",2
2009,"Non-viable","50 - 54 years","Positive",9
2009,"Non-viable","50 - 54 years","Unknown",9
2009,"Non-viable","55 - 59 years","Negative",3
2009,"Non-viable","55 - 59 years","Positive",6
2009,"Non-viable","55 - 59 years","Unknown",10
2009,"Non-viable","60 - 64 years","Negative",4
2009,"Non-viable","60 - 64 years","Positive",1
2009,"Non-viable","60 - 64 years","Unknown",5
2009,"Non-viable","65 - 69 years","Negative",1
2009,"Non-viable","65 - 69 years","Unknown",6
2009,"Non-viable","70 - 74 years","Unknown",4
2009,"Non-viable","75 - 79 years","Negative",2
2009,"Non-viable","75 - 79 years","Unknown",4
2009,"Non-viable","80 - 84 years","Unknown",1
2009,"Non-viable","85 - 89 years","Unknown",1
2009,"Non-viable","Unknown","Positive",1
2009,"Non-viable","Unknown","Unknown",19
2009,"Viable","0 - 5 months","Negative",77
2009,"Viable","0 - 5 months","Positive",47
2009,"Viable","0 - 5 months","Unknown",192
2009,"Viable","6 - 11 months","Negative",46
2009,"Viable","6 - 11 months","Positive",42
2009,"Viable","6 - 11 months","Unknown",136
2009,"Viable","12 - 17 months","Negative",30
2009,"Viable","12 - 17 months","Positive",29
2009,"Viable","12 - 17 months","Unknown",85
2009,"Viable","18 - 23 months","Negative",17
2009,"Viable","18 - 23 months","Positive",22
2009,"Viable","18 - 23 months","Unknown",44
2009,"Viable","24 - 29 months","Negative",10
2009,"Viable","24 - 29 months","Positive",14
2009,"Viable","24 - 29 months","Unknown",56
2009,"Viable","30 - 35 months","Negative",4
2009,"Viable","30 - 35 months","Positive",11
2009,"Viable","30 - 35 months","Unknown",19
2009,"Viable","36 - 41 months","Negative",4
2009,"Viable","36 - 41 months","Positive",15
2009,"Viable","36 - 41 months","Unknown",28
2009,"Viable","42 - 47 months","Negative",3
2009,"Viable","42 - 47 months","Positive",3
2009,"Viable","42 - 47 months","Unknown",12
2009,"Viable","48 - 53 months","Negative",4
2009,"Viable","48 - 53 months","Positive",8
2009,"Viable","48 - 53 months","Unknown",26
2009,"Viable","54 - 59 months","Negative",3
2009,"Viable","54 - 59 months","Positive",9
2009,"Viable","54 - 59 months","Unknown",13
2009,"Viable","5 - 9 years","Negative",18
2009,"Viable","5 - 9 years","Positive",70
2009,"Viable","5 - 9 years","Unknown",144
2009,"Viable","10 - 14 years","Negative",7
2009,"Viable","10 - 14 years","Positive",20
2009,"Viable","10 - 14 years","Unknown",64
2009,"Viable","15 - 19 years","Negative",7
2009,"Viable","15 - 19 years","Positive",12
2009,"Viable","15 - 19 years","Unknown",48
2009,"Viable","20 - 24 years","Negative",9
2009,"Viable","20 - 24 years","Positive",33
2009,"Viable","20 - 24 years","Unknown",91
2009,"Viable","25 - 29 years","Negative",10
2009,"Viable","25 - 29 years","Positive",69
2009,"Viable","25 - 29 years","Unknown",177
2009,"Viable","30 - 34 years","Negative",4
2009,"Viable","30 - 34 years","Positive",126
2009,"Viable","30 - 34 years","Unknown",221
2009,"Viable","35 - 39 years","Negative",7
2009,"Viable","35 - 39 years","Positive",116
2009,"Viable","35 - 39 years","Unknown",203
2009,"Viable","40 - 44 years","Negative",12
2009,"Viable","40 - 44 years","Positive",69
2009,"Viable","40 - 44 years","Unknown",171
2009,"Viable","45 - 49 years","Negative",4
2009,"Viable","45 - 49 years","Positive",40
2009,"Viable","45 - 49 years","Unknown",134
2009,"Viable","50 - 54 years","Negative",9
2009,"Viable","50 - 54 years","Positive",23
2009,"Viable","50 - 54 years","Unknown",96
2009,"Viable","55 - 59 years","Negative",14
2009,"Viable","55 - 59 years","Positive",25
2009,"Viable","55 - 59 years","Unknown",55
2009,"Viable","60 - 64 years","Negative",7
2009,"Viable","60 - 64 years","Positive",5
2009,"Viable","60 - 64 years","Unknown",37
2009,"Viable","65 - 69 years","Negative",8
2009,"Viable","65 - 69 years","Positive",3
2009,"Viable","65 - 69 years","Unknown",37
2009,"Viable","70 - 74 years","Negative",2
2009,"Viable","70 - 74 years","Positive",1
2009,"Viable","70 - 74 years","Unknown",25
2009,"Viable","75 - 79 years","Negative",3
2009,"Viable","75 - 79 years","Unknown",14
2009,"Viable","80 - 84 years","Unknown",14
2009,"Viable","85 - 89 years","Negative",1
2009,"Viable","85 - 89 years","Unknown",5
2009,"Viable","90 - 94 years","Unknown",1
2009,"Viable","Unknown","Unknown",104
2010,"Audit","0 - 5 months","Negative",2
2010,"Audit","0 - 5 months","Positive",2
2010,"Audit","0 - 5 months","Unknown",46
2010,"Audit","6 - 11 months","Negative",3
2010,"Audit","6 - 11 months","Unknown",30
2010,"Audit","12 - 17 months","Negative",1
2010,"Audit","12 - 17 months","Positive",1
2010,"Audit","12 - 17 months","Unknown",28
2010,"Audit","18 - 23 months","Negative",1
2010,"Audit","18 - 23 months","Unknown",6
2010,"Audit","24 - 29 months","Positive",1
2010,"Audit","24 - 29 months","Unknown",10
2010,"Audit","30 - 35 months","Unknown",7
2010,"Audit","36 - 41 months","Unknown",11
2010,"Audit","42 - 47 months","Negative",1
2010,"Audit","42 - 47 months","Unknown",4
2010,"Audit","48 - 53 months","Unknown",7
2010,"Audit","54 - 59 months","Unknown",3
2010,"Audit","5 - 9 years","Unknown",45
2010,"Audit","10 - 14 years","Unknown",20
2010,"Audit","15 - 19 years","Unknown",15
2010,"Audit","20 - 24 years","Positive",1
2010,"Audit","20 - 24 years","Unknown",35
2010,"Audit","25 - 29 years","Negative",1
2010,"Audit","25 - 29 years","Positive",6
2010,"Audit","25 - 29 years","Unknown",85
2010,"Audit","30 - 34 years","Negative",1
2010,"Audit","30 - 34 years","Positive",5
2010,"Audit","30 - 34 years","Unknown",96
2010,"Audit","35 - 39 years","Negative",1
2010,"Audit","35 - 39 years","Positive",4
2010,"Audit","35 - 39 years","Unknown",81
2010,"Audit","40 - 44 years","Positive",7
2010,"Audit","40 - 44 years","Unknown",62
2010,"Audit","45 - 49 years","Unknown",46
2010,"Audit","50 - 54 years","Negative",2
2010,"Audit","50 - 54 years","Positive",1
2010,"Audit","50 - 54 years","Unknown",34
2010,"Audit","55 - 59 years","Unknown",22
2010,"Audit","60 - 64 years","Unknown",16
2010,"Audit","65 - 69 years","Unknown",10
2010,"Audit","70 - 74 years","Negative",1
2010,"Audit","70 - 74 years","Unknown",5
2010,"Audit","75 - 79 years","Unknown",2
2010,"Audit","80 - 84 years","Unknown",2
2010,"Audit","85 - 89 years","Unknown",1
2010,"Audit","90 - 94 years","Unknown",1
2010,"Audit","Unknown","Unknown",37
2010,"Non-viable","0 - 5 months","Negative",5
2010,"Non-viable","0 - 5 months","Positive",4
2010,"Non-viable","0 - 5 months","Unknown",23
2010,"Non-viable","6 - 11 months","Negative",3
2010,"Non-viable","6 - 11 months","Positive",2
2010,"Non-viable","6 - 11 months","Unknown",9
2010,"Non-viable","12 - 17 months","Negative",4
2010,"Non-viable","12 - 17 months","Positive",8
2010,"Non-viable","12 - 17 months","Unknown",5
2010,"Non-viable","18 - 23 months","Negative",2
2010,"Non-viable","18 - 23 months","Positive",5
2010,"Non-viable","18 - 23 months","Unknown",4
2010,"Non-viable","24 - 29 months","Negative",1
2010,"Non-viable","24 - 29 months","Positive",1
2010,"Non-viable","24 - 29 months","Unknown",4
2010,"Non-viable","30 - 35 months","Negative",2
2010,"Non-viable","30 - 35 months","Unknown",1
2010,"Non-viable","36 - 41 months","Negative",1
2010,"Non-viable","36 - 41 months","Unknown",5
2010,"Non-viable","42 - 47 months","Unknown",2
2010,"Non-viable","48 - 53 months","Unknown",4
2010,"Non-viable","54 - 59 months","Positive",1
2010,"Non-viable","5 - 9 years","Negative",5
2010,"Non-viable","5 - 9 years","Positive",5
2010,"Non-viable","5 - 9 years","Unknown",14
2010,"Non-viable","10 - 14 years","Negative",1
2010,"Non-viable","10 - 14 years","Unknown",14
2010,"Non-viable","15 - 19 years","Negative",1
2010,"Non-viable","15 - 19 years","Positive",4
2010,"Non-viable","15 - 19 years","Unknown",2
2010,"Non-viable","20 - 24 years","Positive",6
2010,"Non-viable","20 - 24 years","Unknown",12
2010,"Non-viable","25 - 29 years","Negative",1
2010,"Non-viable","25 - 29 years","Positive",28
2010,"Non-viable","25 - 29 years","Unknown",20
2010,"Non-viable","30 - 34 years","Negative",1
2010,"Non-viable","30 - 34 years","Positive",28
2010,"Non-viable","30 - 34 years","Unknown",32
2010,"Non-viable","35 - 39 years","Negative",2
2010,"Non-viable","35 - 39 years","Positive",33
2010,"Non-viable","35 - 39 years","Unknown",35
2010,"Non-viable","40 - 44 years","Negative",6
2010,"Non-viable","40 - 44 years","Positive",19
2010,"Non-viable","40 - 44 years","Unknown",21
2010,"Non-viable","45 - 49 years","Negative",4
2010,"Non-viable","45 - 49 years","Positive",22
2010,"Non-viable","45 - 49 years","Unknown",15
2010,"Non-viable","50 - 54 years","Negative",1
2010,"Non-viable","50 - 54 years","Positive",9
2010,"Non-viable","50 - 54 years","Unknown",16
2010,"Non-viable","55 - 59 years","Positive",5
2010,"Non-viable","55 - 59 years","Unknown",9
2010,"Non-viable","60 - 64 years","Negative",1
2010,"Non-viable","60 - 64 years","Positive",5
2010,"Non-viable","60 - 64 years","Unknown",7
2010,"Non-viable","65 - 69 years","Negative",1
2010,"Non-viable","65 - 69 years","Positive",1
2010,"Non-viable","65 - 69 years","Unknown",5
2010,"Non-viable","70 - 74 years","Unknown",5
2010,"Non-viable","75 - 79 years","Negative",1
2010,"Non-viable","75 - 79 years","Unknown",3
2010,"Non-viable","80 - 84 years","Negative",1
2010,"Non-viable","85 - 89 years","Unknown",2
2010,"Non-viable","90 - 94 years","Unknown",2
2010,"Non-viable","Unknown","Unknown",15
2010,"Viable","0 - 5 months","Negative",57
2010,"Viable","0 - 5 months","Positive",33
2010,"Viable","0 - 5 months","Unknown",102
2010,"Viable","6 - 11 months","Negative",46
2010,"Viable","6 - 11 months","Positive",27
2010,"Viable","6 - 11 months","Unknown",44
2010,"Viable","12 - 17 months","Negative",18
2010,"Viable","12 - 17 months","Positive",24
2010,"Viable","12 - 17 months","Unknown",47
2010,"Viable","18 - 23 months","Negative",16
2010,"Viable","18 - 23 months","Positive",18
2010,"Viable","18 - 23 months","Unknown",34
2010,"Viable","24 - 29 months","Negative",8
2010,"Viable","24 - 29 months","Positive",9
2010,"Viable","24 - 29 months","Unknown",26
2010,"Viable","30 - 35 months","Negative",6
2010,"Viable","30 - 35 months","Positive",9
2010,"Viable","30 - 35 months","Unknown",20
2010,"Viable","36 - 41 months","Negative",4
2010,"Viable","36 - 41 months","Positive",5
2010,"Viable","36 - 41 months","Unknown",31
2010,"Viable","42 - 47 months","Negative",2
2010,"Viable","42 - 47 months","Positive",6
2010,"Viable","42 - 47 months","Unknown",9
2010,"Viable","48 - 53 months","Negative",1
2010,"Viable","48 - 53 months","Positive",5
2010,"Viable","48 - 53 months","Unknown",20
2010,"Viable","54 - 59 months","Negative",1
2010,"Viable","54 - 59 months","Positive",9
2010,"Viable","54 - 59 months","Unknown",13
2010,"Viable","5 - 9 years","Negative",14
2010,"Viable","5 - 9 years","Positive",45
2010,"Viable","5 - 9 years","Unknown",122
2010,"Viable","10 - 14 years","Negative",5
2010,"Viable","10 - 14 years","Positive",18
2010,"Viable","10 - 14 years","Unknown",47
2010,"Viable","15 - 19 years","Negative",5
2010,"Viable","15 - 19 years","Positive",9
2010,"Viable","15 - 19 years","Unknown",38
2010,"Viable","20 - 24 years","Negative",9
2010,"Viable","20 - 24 years","Positive",35
2010,"Viable","20 - 24 years","Unknown",90
2010,"Viable","25 - 29 years","Negative",15
2010,"Viable","25 - 29 years","Positive",85
2010,"Viable","25 - 29 years","Unknown",154
2010,"Viable","30 - 34 years","Negative",10
2010,"Viable","30 - 34 years","Positive",97
2010,"Viable","30 - 34 years","Unknown",218
2010,"Viable","35 - 39 years","Negative",7
2010,"Viable","35 - 39 years","Positive",95
2010,"Viable","35 - 39 years","Unknown",191
2010,"Viable","40 - 44 years","Negative",7
2010,"Viable","40 - 44 years","Positive",63
2010,"Viable","40 - 44 years","Unknown",154
2010,"Viable","45 - 49 years","Negative",12
2010,"Viable","45 - 49 years","Positive",60
2010,"Viable","45 - 49 years","Unknown",120
2010,"Viable","50 - 54 years","Negative",8
2010,"Viable","50 - 54 years","Positive",33
2010,"Viable","50 - 54 years","Unknown",90
2010,"Viable","55 - 59 years","Negative",8
2010,"Viable","55 - 59 years","Positive",15
2010,"Viable","55 - 59 years","Unknown",73
2010,"Viable","60 - 64 years","Negative",9
2010,"Viable","60 - 64 years","Positive",5
2010,"Viable","60 - 64 years","Unknown",45
2010,"Viable","65 - 69 years","Negative",4
2010,"Viable","65 - 69 years","Positive",6
2010,"Viable","65 - 69 years","Unknown",27
2010,"Viable","70 - 74 years","Negative",4
2010,"Viable","70 - 74 years","Positive",3
2010,"Viable","70 - 74 years","Unknown",31
2010,"Viable","75 - 79 years","Negative",1
2010,"Viable","75 - 79 years","Unknown",24
2010,"Viable","80 - 84 years","Unknown",11
2010,"Viable","85 - 89 years","Unknown",4
2010,"Viable","90 - 94 years","Unknown",5
2010,"Viable","95 - 99 years","Unknown",1
2010,"Viable","100 - 104 years","Unknown",1
2010,"Viable","Unknown","Unknown",89
2011,"Audit","0 - 5 months","Negative",2
2011,"Audit","0 - 5 months","Unknown",60
2011,"Audit","6 - 11 months","Negative",2
2011,"Audit","6 - 11 months","Unknown",20
2011,"Audit","12 - 17 months","Positive",2
2011,"Audit","12 - 17 months","Unknown",11
2011,"Audit","18 - 23 months","Negative",2
2011,"Audit","18 - 23 months","Unknown",7
2011,"Audit","24 - 29 months","Negative",1
2011,"Audit","24 - 29 months","Positive",1
2011,"Audit","24 - 29 months","Unknown",13
2011,"Audit","30 - 35 months","Unknown",4
2011,"Audit","36 - 41 months","Negative",1
2011,"Audit","36 - 41 months","Unknown",7
2011,"Audit","42 - 47 months","Negative",2
2011,"Audit","42 - 47 months","Unknown",6
2011,"Audit","48 - 53 months","Unknown",7
2011,"Audit","54 - 59 months","Positive",2
2011,"Audit","54 - 59 months","Unknown",7
2011,"Audit","5 - 9 years","Negative",2
2011,"Audit","5 - 9 years","Positive",1
2011,"Audit","5 - 9 years","Unknown",53
2011,"Audit","10 - 14 years","Positive",1
2011,"Audit","10 - 14 years","Unknown",25
2011,"Audit","15 - 19 years","Negative",1
2011,"Audit","15 - 19 years","Unknown",19
2011,"Audit","20 - 24 years","Negative",1
2011,"Audit","20 - 24 years","Positive",2
2011,"Audit","20 - 24 years","Unknown",43
2011,"Audit","25 - 29 years","Negative",1
2011,"Audit","25 - 29 years","Positive",9
2011,"Audit","25 - 29 years","Unknown",77
2011,"Audit","30 - 34 years","Positive",12
2011,"Audit","30 - 34 years","Unknown",67
2011,"Audit","35 - 39 years","Positive",13
2011,"Audit","35 - 39 years","Unknown",75
2011,"Audit","40 - 44 years","Negative",2
2011,"Audit","40 - 44 years","Positive",3
2011,"Audit","40 - 44 years","Unknown",65
2011,"Audit","45 - 49 years","Negative",1
2011,"Audit","45 - 49 years","Positive",5
2011,"Audit","45 - 49 years","Unknown",64
2011,"Audit","50 - 54 years","Negative",2
2011,"Audit","50 - 54 years","Positive",5
2011,"Audit","50 - 54 years","Unknown",19
2011,"Audit","55 - 59 years","Positive",2
2011,"Audit","55 - 59 years","Unknown",35
2011,"Audit","60 - 64 years","Negative",1
2011,"Audit","60 - 64 years","Unknown",21
2011,"Audit","65 - 69 years","Unknown",7
2011,"Audit","70 - 74 years","Negative",2
2011,"Audit","70 - 74 years","Unknown",6
