"YEAR","viability","age_category","HIV","case_count"
2011,"Audit","75 - 79 years","Unknown",3
2011,"Audit","80 - 84 years","Unknown",4
2011,"Audit","85 - 89 years","Unknown",1
2011,"Audit","95 - 99 years","Unknown",1
2011,"Audit","Unknown","Unknown",136
2011,"Non-viable","0 - 5 months","Negative",8
2011,"Non-viable","0 - 5 months","Positive",3
2011,"Non-viable","0 - 5 months","Unknown",14
2011,"Non-viable","6 - 11 months","Negative",9
2011,"Non-viable","6 - 11 months","Positive",2
2011,"Non-viable","6 - 11 months","Unknown",7
2011,"Non-viable","12 - 17 months","Negative",5
2011,"Non-viable","12 - 17 months","Positive",1
2011,"Non-viable","12 - 17 months","Unknown",3
2011,"Non-viable","18 - 23 months","Negative",1
2011,"Non-viable","18 - 23 months","Unknown",4
2011,"Non-viable","24 - 29 months","Negative",1
2011,"Non-viable","24 - 29 months","Unknown",2
2011,"Non-viable","30 - 35 months","Negative",2
2011,"Non-viable","30 - 35 months","Positive",1
2011,"Non-viable","30 - 35 months","Unknown",1
2011,"Non-viable","36 - 41 months","Negative",1
2011,"Non-viable","36 - 41 months","Unknown",1
2011,"Non-viable","42 - 47 months","Unknown",1
2011,"Non-viable","48 - 53 months","Negative",2
2011,"Non-viable","48 - 53 months","Positive",1
2011,"Non-viable","54 - 59 months","Positive",1
2011,"Non-viable","54 - 59 months","Unknown",3
2011,"Non-viable","5 - 9 years","Negative",5
2011,"Non-viable","5 - 9 years","Positive",5
2011,"Non-viable","5 - 9 years","Unknown",9
2011,"Non-viable","10 - 14 years","Negative",1
2011,"Non-viable","10 - 14 years","Positive",7
2011,"Non-viable","10 - 14 years","Unknown",13
2011,"Non-viable","15 - 19 years","Negative",1
2011,"Non-viable","15 - 19 years","Positive",2
2011,"Non-viable","15 - 19 years","Unknown",5
2011,"Non-viable","20 - 24 years","Negative",4
2011,"Non-viable","20 - 24 years","Positive",8
2011,"Non-viable","20 - 24 years","Unknown",10
2011,"Non-viable","25 - 29 years","Negative",3
2011,"Non-viable","25 - 29 years","Positive",23
2011,"Non-viable","25 - 29 years","Unknown",26
2011,"Non-viable","30 - 34 years","Negative",2
2011,"Non-viable","30 - 34 years","Positive",33
2011,"Non-viable","30 - 34 years","Unknown",19
2011,"Non-viable","35 - 39 years","Positive",22
2011,"Non-viable","35 - 39 years","Unknown",38
2011,"Non-viable","40 - 44 years","Positive",16
2011,"Non-viable","40 - 44 years","Unknown",22
2011,"Non-viable","45 - 49 years","Negative",2
2011,"Non-viable","45 - 49 years","Positive",15
2011,"Non-viable","45 - 49 years","Unknown",13
2011,"Non-viable","50 - 54 years","Negative",1
2011,"Non-viable","50 - 54 years","Positive",8
2011,"Non-viable","50 - 54 years","Unknown",15
2011,"Non-viable","55 - 59 years","Negative",1
2011,"Non-viable","55 - 59 years","Positive",6
2011,"Non-viable","55 - 59 years","Unknown",6
2011,"Non-viable","60 - 64 years","Positive",2
2011,"Non-viable","60 - 64 years","Unknown",4
2011,"Non-viable","65 - 69 years","Negative",1
2011,"Non-viable","65 - 69 years","Positive",1
2011,"Non-viable","65 - 69 years","Unknown",5
2011,"Non-viable","70 - 74 years","Unknown",3
2011,"Non-viable","75 - 79 years","Unknown",2
2011,"Non-viable","80 - 84 years","Unknown",1
2011,"Non-viable","Unknown","Unknown",17
2011,"Viable","0 - 5 months","Negative",67
2011,"Viable","0 - 5 months","Positive",10
2011,"Viable","0 - 5 months","Unknown",63
2011,"Viable","6 - 11 months","Negative",26
2011,"Viable","6 - 11 months","Positive",13
2011,"Viable","6 - 11 months","Unknown",34
2011,"Viable","12 - 17 months","Negative",20
2011,"Viable","12 - 17 months","Positive",14
2011,"Viable","12 - 17 months","Unknown",26
2011,"Viable","18 - 23 months","Negative",15
2011,"Viable","18 - 23 months","Positive",5
2011,"Viable","18 - 23 months","Unknown",13
2011,"Viable","24 - 29 months","Negative",8
2011,"Viable","24 - 29 months","Positive",11
2011,"Viable","24 - 29 months","Unknown",26
2011,"Viable","30 - 35 months","Negative",3
2011,"Viable","30 - 35 months","Positive",5
2011,"Viable","30 - 35 months","Unknown",21
2011,"Viable","36 - 41 months","Negative",3
2011,"Viable","36 - 41 months","Positive",4
2011,"Viable","36 - 41 months","Unknown",14
2011,"Viable","42 - 47 months","Negative",7
2011,"Viable","42 - 47 months","Positive",4
2011,"Viable","42 - 47 months","Unknown",11
2011,"Viable","48 - 53 months","Negative",4
2011,"Viable","48 - 53 months","Positive",6
2011,"Viable","48 - 53 months","Unknown",14
2011,"Viable","54 - 59 months","Positive",5
2011,"Viable","54 - 59 months","Unknown",12
2011,"Viable","5 - 9 years","Negative",17
2011,"Viable","5 - 9 years","Positive",36
2011,"Viable","5 - 9 years","Unknown",76
2011,"Viable","10 - 14 years","Negative",11
2011,"Viable","10 - 14 years","Positive",20
2011,"Viable","10 - 14 years","Unknown",33
2011,"Viable","15 - 19 years","Negative",5
2011,"Viable","15 - 19 years","Positive",6
2011,"Viable","15 - 19 years","Unknown",32
2011,"Viable","20 - 24 years","Negative",10
2011,"Viable","20 - 24 years","Positive",31
2011,"Viable","20 - 24 years","Unknown",54
2011,"Viable","25 - 29 years","Negative",11
2011,"Viable","25 - 29 years","Positive",66
2011,"Viable","25 - 29 years","Unknown",132
2011,"Viable","30 - 34 years","Negative",13
2011,"Viable","30 - 34 years","Positive",86
2011,"Viable","30 - 34 years","Unknown",175
2011,"Viable","35 - 39 years","Negative",3
2011,"Viable","35 - 39 years","Positive",95
2011,"Viable","35 - 39 years","Unknown",193
2011,"Viable","40 - 44 years","Negative",13
2011,"Viable","40 - 44 years","Positive",58
2011,"Viable","40 - 44 years","Unknown",143
2011,"Viable","45 - 49 years","Negative",6
2011,"Viable","45 - 49 years","Positive",49
2011,"Viable","45 - 49 years","Unknown",126
2011,"Viable","50 - 54 years","Negative",14
2011,"Viable","50 - 54 years","Positive",24
2011,"Viable","50 - 54 years","Unknown",88
2011,"Viable","55 - 59 years","Negative",9
2011,"Viable","55 - 59 years","Positive",13
2011,"Viable","55 - 59 years","Unknown",71
2011,"Viable","60 - 64 years","Negative",10
2011,"Viable","60 - 64 years","Positive",6
2011,"Viable","60 - 64 years","Unknown",38
2011,"Viable","65 - 69 years","Negative",6
2011,"Viable","65 - 69 years","Positive",1
2011,"Viable","65 - 69 years","Unknown",31
2011,"Viable","70 - 74 years","Negative",2
2011,"Viable","70 - 74 years","Positive",4
2011,"Viable","70 - 74 years","Unknown",14
2011,"Viable","75 - 79 years","Negative",2
2011,"Viable","75 - 79 years","Unknown",18
2011,"Viable","80 - 84 years","Negative",4
2011,"Viable","80 - 84 years","Unknown",16
2011,"Viable","85 - 89 years","Negative",1
2011,"Viable","85 - 89 years","Unknown",5
2011,"Viable","90 - 94 years","Unknown",3
2011,"Viable","Unknown","Unknown",65
2012,"Audit","0 - 5 months","Negative",2
2012,"Audit","0 - 5 months","Unknown",42
2012,"Audit","6 - 11 months","Negative",1
2012,"Audit","6 - 11 months","Unknown",14
2012,"Audit","12 - 17 months","Unknown",7
2012,"Audit","18 - 23 months","Unknown",12
2012,"Audit","24 - 29 months","Unknown",1
2012,"Audit","36 - 41 months","Unknown",6
2012,"Audit","42 - 47 months","Unknown",6
2012,"Audit","48 - 53 months","Unknown",4
2012,"Audit","54 - 59 months","Unknown",3
2012,"Audit","5 - 9 years","Negative",2
2012,"Audit","5 - 9 years","Positive",3
2012,"Audit","5 - 9 years","Unknown",45
2012,"Audit","10 - 14 years","Positive",2
2012,"Audit","10 - 14 years","Unknown",30
2012,"Audit","15 - 19 years","Unknown",11
2012,"Audit","20 - 24 years","Negative",1
2012,"Audit","20 - 24 years","Positive",2
2012,"Audit","20 - 24 years","Unknown",27
2012,"Audit","25 - 29 years","Negative",1
2012,"Audit","25 - 29 years","Positive",2
2012,"Audit","25 - 29 years","Unknown",69
2012,"Audit","30 - 34 years","Positive",4
2012,"Audit","30 - 34 years","Unknown",67
2012,"Audit","35 - 39 years","Negative",1
2012,"Audit","35 - 39 years","Positive",2
2012,"Audit","35 - 39 years","Unknown",50
2012,"Audit","40 - 44 years","Negative",1
2012,"Audit","40 - 44 years","Positive",4
2012,"Audit","40 - 44 years","Unknown",41
2012,"Audit","45 - 49 years","Negative",1
2012,"Audit","45 - 49 years","Positive",1
2012,"Audit","45 - 49 years","Unknown",33
2012,"Audit","50 - 54 years","Positive",3
2012,"Audit","50 - 54 years","Unknown",27
2012,"Audit","55 - 59 years","Unknown",11
2012,"Audit","60 - 64 years","Unknown",9
2012,"Audit","65 - 69 years","Unknown",5
2012,"Audit","70 - 74 years","Negative",1
2012,"Audit","70 - 74 years","Unknown",8
2012,"Audit","75 - 79 years","Negative",1
2012,"Audit","75 - 79 years","Unknown",2
2012,"Audit","85 - 89 years","Unknown",1
2012,"Audit","90 - 94 years","Unknown",1
2012,"Audit","95 - 99 years","Unknown",1
2012,"Audit","Unknown","Unknown",150
2012,"Non-viable","0 - 5 months","Negative",12
2012,"Non-viable","0 - 5 months","Positive",2
2012,"Non-viable","0 - 5 months","Unknown",12
2012,"Non-viable","6 - 11 months","Negative",6
2012,"Non-viable","6 - 11 months","Unknown",2
2012,"Non-viable","12 - 17 months","Negative",2
2012,"Non-viable","12 - 17 months","Positive",1
2012,"Non-viable","18 - 23 months","Negative",3
2012,"Non-viable","18 - 23 months","Positive",3
2012,"Non-viable","18 - 23 months","Unknown",3
2012,"Non-viable","24 - 29 months","Unknown",1
2012,"Non-viable","30 - 35 months","Unknown",5
2012,"Non-viable","42 - 47 months","Negative",2
2012,"Non-viable","42 - 47 months","Positive",1
2012,"Non-viable","48 - 53 months","Unknown",1
2012,"Non-viable","54 - 59 months","Negative",2
2012,"Non-viable","5 - 9 years","Negative",1
2012,"Non-viable","5 - 9 years","Positive",5
2012,"Non-viable","5 - 9 years","Unknown",6
2012,"Non-viable","10 - 14 years","Negative",3
2012,"Non-viable","10 - 14 years","Positive",1
2012,"Non-viable","10 - 14 years","Unknown",3
2012,"Non-viable","15 - 19 years","Negative",1
2012,"Non-viable","15 - 19 years","Positive",2
2012,"Non-viable","15 - 19 years","Unknown",4
2012,"Non-viable","20 - 24 years","Negative",4
2012,"Non-viable","20 - 24 years","Positive",8
2012,"Non-viable","20 - 24 years","Unknown",8
2012,"Non-viable","25 - 29 years","Positive",20
2012,"Non-viable","25 - 29 years","Unknown",12
2012,"Non-viable","30 - 34 years","Negative",2
2012,"Non-viable","30 - 34 years","Positive",19
2012,"Non-viable","30 - 34 years","Unknown",20
2012,"Non-viable","35 - 39 years","Negative",2
2012,"Non-viable","35 - 39 years","Positive",21
2012,"Non-viable","35 - 39 years","Unknown",10
2012,"Non-viable","40 - 44 years","Negative",3
2012,"Non-viable","40 - 44 years","Positive",16
2012,"Non-viable","40 - 44 years","Unknown",17
2012,"Non-viable","45 - 49 years","Negative",4
2012,"Non-viable","45 - 49 years","Positive",13
2012,"Non-viable","45 - 49 years","Unknown",16
2012,"Non-viable","50 - 54 years","Positive",5
2012,"Non-viable","50 - 54 years","Unknown",5
2012,"Non-viable","55 - 59 years","Negative",3
2012,"Non-viable","55 - 59 years","Positive",2
2012,"Non-viable","55 - 59 years","Unknown",7
2012,"Non-viable","60 - 64 years","Negative",1
2012,"Non-viable","60 - 64 years","Unknown",6
2012,"Non-viable","65 - 69 years","Positive",1
2012,"Non-viable","65 - 69 years","Unknown",2
2012,"Non-viable","70 - 74 years","Negative",2
2012,"Non-viable","70 - 74 years","Positive",3
2012,"Non-viable","70 - 74 years","Unknown",4
2012,"Non-viable","75 - 79 years","Negative",2
2012,"Non-viable","75 - 79 years","Positive",1
2012,"Non-viable","75 - 79 years","Unknown",1
2012,"Non-viable","80 - 84 years","Negative",1
2012,"Non-viable","80 - 84 years","Unknown",3
2012,"Non-viable","85 - 89 years","Unknown",1
2012,"Non-viable","90 - 94 years","Unknown",1
2012,"Non-viable","Unknown","Positive",1
2012,"Non-viable","Unknown","Unknown",13
2012,"Viable","0 - 5 months","Negative",46
2012,"Viable","0 - 5 months","Positive",9
2012,"Viable","0 - 5 months","Unknown",63
2012,"Viable","6 - 11 months","Negative",27
2012,"Viable","6 - 11 months","Positive",14
2012,"Viable","6 - 11 months","Unknown",32
2012,"Viable","12 - 17 months","Negative",12
2012,"Viable","12 - 17 months","Positive",8
2012,"Viable","12 - 17 months","Unknown",18
2012,"Viable","18 - 23 months","Negative",10
2012,"Viable","18 - 23 months","Positive",2
2012,"Viable","18 - 23 months","Unknown",7
2012,"Viable","24 - 29 months","Negative",2
2012,"Viable","24 - 29 months","Positive",7
2012,"Viable","24 - 29 months","Unknown",11
2012,"Viable","30 - 35 months","Negative",5
2012,"Viable","30 - 35 months","Positive",4
2012,"Viable","30 - 35 months","Unknown",9
2012,"Viable","36 - 41 months","Negative",1
2012,"Viable","36 - 41 months","Positive",3
2012,"Viable","36 - 41 months","Unknown",19
2012,"Viable","42 - 47 months","Negative",3
2012,"Viable","42 - 47 months","Positive",2
2012,"Viable","42 - 47 months","Unknown",14
2012,"Viable","48 - 53 months","Negative",3
2012,"Viable","48 - 53 months","Positive",2
2012,"Viable","48 - 53 months","Unknown",11
2012,"Viable","54 - 59 months","Negative",2
2012,"Viable","54 - 59 months","Positive",4
2012,"Viable","54 - 59 months","Unknown",6
2012,"Viable","5 - 9 years","Negative",23
2012,"Viable","5 - 9 years","Positive",25
2012,"Viable","5 - 9 years","Unknown",58
2012,"Viable","10 - 14 years","Negative",13
2012,"Viable","10 - 14 years","Positive",15
2012,"Viable","10 - 14 years","Unknown",41
2012,"Viable","15 - 19 years","Negative",5
2012,"Viable","15 - 19 years","Positive",5
2012,"Viable","15 - 19 years","Unknown",31
2012,"Viable","20 - 24 years","Negative",9
2012,"Viable","20 - 24 years","Positive",27
2012,"Viable","20 - 24 years","Unknown",58
2012,"Viable","25 - 29 years","Negative",7
2012,"Viable","25 - 29 years","Positive",56
2012,"Viable","25 - 29 years","Unknown",124
2012,"Viable","30 - 34 years","Negative",9
2012,"Viable","30 - 34 years","Positive",78
2012,"Viable","30 - 34 years","Unknown",173
2012,"Viable","35 - 39 years","Negative",8
2012,"Viable","35 - 39 years","Positive",69
2012,"Viable","35 - 39 years","Unknown",167
2012,"Viable","40 - 44 years","Negative",9
2012,"Viable","40 - 44 years","Positive",49
2012,"Viable","40 - 44 years","Unknown",130
2012,"Viable","45 - 49 years","Negative",14
2012,"Viable","45 - 49 years","Positive",27
2012,"Viable","45 - 49 years","Unknown",116
2012,"Viable","50 - 54 years","Negative",10
2012,"Viable","50 - 54 years","Positive",27
2012,"Viable","50 - 54 years","Unknown",79
2012,"Viable","55 - 59 years","Negative",8
2012,"Viable","55 - 59 years","Positive",15
2012,"Viable","55 - 59 years","Unknown",58
2012,"Viable","60 - 64 years","Negative",9
2012,"Viable","60 - 64 years","Positive",10
2012,"Viable","60 - 64 years","Unknown",43
2012,"Viable","65 - 69 years","Negative",2
2012,"Viable","65 - 69 years","Unknown",31
2012,"Viable","70 - 74 years","Negative",3
2012,"Viable","70 - 74 years","Positive",2
2012,"Viable","70 - 74 years","Unknown",28
2012,"Viable","75 - 79 years","Negative",3
2012,"Viable","75 - 79 years","Positive",2
2012,"Viable","75 - 79 years","Unknown",17
2012,"Viable","80 - 84 years","Negative",5
2012,"Viable","80 - 84 years","Positive",1
2012,"Viable","80 - 84 years","Unknown",10
2012,"Viable","85 - 89 years","Negative",1
2012,"Viable","85 - 89 years","Unknown",9
2012,"Viable","95 - 99 years","Unknown",2
2012,"Viable","Unknown","Unknown",84
2013,"Audit","0 - 5 months","Negative",1
2013,"Audit","0 - 5 months","Unknown",40
2013,"Audit","6 - 11 months","Unknown",18
2013,"Audit","12 - 17 months","Negative",1
2013,"Audit","12 - 17 months","Unknown",12
2013,"Audit","18 - 23 months","Negative",1
2013,"Audit","18 - 23 months","Unknown",4
2013,"Audit","24 - 29 months","Unknown",6
2013,"Audit","30 - 35 months","Positive",1
2013,"Audit","30 - 35 months","Unknown",4
2013,"Audit","36 - 41 months","Unknown",2
2013,"Audit","48 - 53 months","Negative",1
2013,"Audit","48 - 53 months","Unknown",6
2013,"Audit","54 - 59 months","Unknown",3
2013,"Audit","5 - 9 years","Negative",3
2013,"Audit","5 - 9 years","Unknown",32
2013,"Audit","10 - 14 years","Unknown",20
2013,"Audit","15 - 19 years","Unknown",17
2013,"Audit","20 - 24 years","Negative",2
2013,"Audit","20 - 24 years","Unknown",19
2013,"Audit","25 - 29 years","Negative",2
2013,"Audit","25 - 29 years","Positive",2
2013,"Audit","25 - 29 years","Unknown",46
2013,"Audit","30 - 34 years","Positive",6
2013,"Audit","30 - 34 years","Unknown",56
2013,"Audit","35 - 39 years","Positive",5
2013,"Audit","35 - 39 years","Unknown",50
2013,"Audit","40 - 44 years","Positive",4
2013,"Audit","40 - 44 years","Unknown",46
2013,"Audit","45 - 49 years","Negative",1
2013,"Audit","45 - 49 years","Positive",3
2013,"Audit","45 - 49 years","Unknown",25
2013,"Audit","50 - 54 years","Positive",2
2013,"Audit","50 - 54 years","Unknown",29
2013,"Audit","55 - 59 years","Negative",2
2013,"Audit","55 - 59 years","Positive",1
2013,"Audit","55 - 59 years","Unknown",13
2013,"Audit","60 - 64 years","Unknown",14
2013,"Audit","65 - 69 years","Unknown",6
2013,"Audit","70 - 74 years","Unknown",2
2013,"Audit","75 - 79 years","Unknown",3
2013,"Audit","80 - 84 years","Unknown",4
2013,"Audit","85 - 89 years","Unknown",2
2013,"Audit","Unknown","Unknown",65
2013,"Non-viable","0 - 5 months","Negative",14
2013,"Non-viable","0 - 5 months","Positive",4
2013,"Non-viable","0 - 5 months","Unknown",17
2013,"Non-viable","6 - 11 months","Negative",11
2013,"Non-viable","6 - 11 months","Positive",1
2013,"Non-viable","6 - 11 months","Unknown",3
2013,"Non-viable","12 - 17 months","Negative",5
2013,"Non-viable","12 - 17 months","Positive",4
2013,"Non-viable","18 - 23 months","Negative",4
2013,"Non-viable","18 - 23 months","Positive",1
2013,"Non-viable","24 - 29 months","Negative",1
2013,"Non-viable","24 - 29 months","Positive",2
2013,"Non-viable","24 - 29 months","Unknown",2
2013,"Non-viable","30 - 35 months","Negative",2
2013,"Non-viable","42 - 47 months","Negative",1
2013,"Non-viable","48 - 53 months","Positive",1
2013,"Non-viable","54 - 59 months","Negative",1
2013,"Non-viable","54 - 59 months","Positive",2
2013,"Non-viable","5 - 9 years","Negative",5
2013,"Non-viable","5 - 9 years","Positive",4
2013,"Non-viable","5 - 9 years","Unknown",8
2013,"Non-viable","10 - 14 years","Negative",2
2013,"Non-viable","10 - 14 years","Positive",2
2013,"Non-viable","10 - 14 years","Unknown",9
2013,"Non-viable","15 - 19 years","Negative",1
2013,"Non-viable","15 - 19 years","Unknown",11
2013,"Non-viable","20 - 24 years","Negative",1
2013,"Non-viable","20 - 24 years","Positive",7
2013,"Non-viable","20 - 24 years","Unknown",9
2013,"Non-viable","25 - 29 years","Negative",1
2013,"Non-viable","25 - 29 years","Positive",12
2013,"Non-viable","25 - 29 years","Unknown",14
2013,"Non-viable","30 - 34 years","Negative",1
2013,"Non-viable","30 - 34 years","Positive",16
2013,"Non-viable","30 - 34 years","Unknown",23
2013,"Non-viable","35 - 39 years","Negative",3
2013,"Non-viable","35 - 39 years","Positive",11
2013,"Non-viable","35 - 39 years","Unknown",21
2013,"Non-viable","40 - 44 years","Negative",2
2013,"Non-viable","40 - 44 years","Positive",13
2013,"Non-viable","40 - 44 years","Unknown",8
2013,"Non-viable","45 - 49 years","Negative",6
2013,"Non-viable","45 - 49 years","Positive",6
2013,"Non-viable","45 - 49 years","Unknown",15
2013,"Non-viable","50 - 54 years","Negative",2
2013,"Non-viable","50 - 54 years","Positive",7
2013,"Non-viable","50 - 54 years","Unknown",10
2013,"Non-viable","55 - 59 years","Negative",1
2013,"Non-viable","55 - 59 years","Positive",6
2013,"Non-viable","55 - 59 years","Unknown",5
2013,"Non-viable","60 - 64 years","Positive",1
2013,"Non-viable","60 - 64 years","Unknown",6
2013,"Non-viable","65 - 69 years","Negative",1
2013,"Non-viable","65 - 69 years","Positive",1
2013,"Non-viable","65 - 69 years","Unknown",3
2013,"Non-viable","70 - 74 years","Negative",1
2013,"Non-viable","70 - 74 years","Unknown",1
2013,"Non-viable","75 - 79 years","Unknown",3
2013,"Non-viable","80 - 84 years","Unknown",1
2013,"Non-viable","85 - 89 years","Negative",2
2013,"Non-viable","Unknown","Unknown",13
2013,"Viable","0 - 5 months","Negative",50
2013,"Viable","0 - 5 months","Positive",6
2013,"Viable","0 - 5 months","Unknown",70
2013,"Viable","6 - 11 months","Negative",33
2013,"Viable","6 - 11 months","Positive",13
2013,"Viable","6 - 11 months","Unknown",17
2013,"Viable","12 - 17 months","Negative",18
2013,"Viable","12 - 17 months","Positive",8
2013,"Viable","12 - 17 months","Unknown",13
2013,"Viable","18 - 23 months","Negative",8
2013,"Viable","18 - 23 months","Positive",11
2013,"Viable","18 - 23 months","Unknown",9
2013,"Viable","24 - 29 months","Negative",4
2013,"Viable","24 - 29 months","Positive",5
2013,"Viable","24 - 29 months","Unknown",9
2013,"Viable","30 - 35 months","Negative",3
2013,"Viable","30 - 35 months","Positive",2
2013,"Viable","30 - 35 months","Unknown",6
2013,"Viable","36 - 41 months","Unknown",5
2013,"Viable","42 - 47 months","Negative",3
2013,"Viable","42 - 47 months","Unknown",2
2013,"Viable","48 - 53 months","Negative",2
2013,"Viable","48 - 53 months","Positive",4
2013,"Viable","48 - 53 months","Unknown",9
2013,"Viable","54 - 59 months","Negative",1
2013,"Viable","54 - 59 months","Positive",3
2013,"Viable","54 - 59 months","Unknown",8
2013,"Viable","5 - 9 years","Negative",16
2013,"Viable","5 - 9 years","Positive",6
2013,"Viable","5 - 9 years","Unknown",34
2013,"Viable","10 - 14 years","Negative",5
2013,"Viable","10 - 14 years","Positive",9
2013,"Viable","10 - 14 years","Unknown",36
2013,"Viable","15 - 19 years","Negative",6
2013,"Viable","15 - 19 years","Positive",4
2013,"Viable","15 - 19 years","Unknown",20
2013,"Viable","20 - 24 years","Negative",12
2013,"Viable","20 - 24 years","Positive",21
2013,"Viable","20 - 24 years","Unknown",45
2013,"Viable","25 - 29 years","Negative",5
2013,"Viable","25 - 29 years","Positive",60
2013,"Viable","25 - 29 years","Unknown",119
2013,"Viable","30 - 34 years","Negative",7
2013,"Viable","30 - 34 years","Positive",62
2013,"Viable","30 - 34 years","Unknown",181
2013,"Viable","35 - 39 years","Negative",5
2013,"Viable","35 - 39 years","Positive",59
2013,"Viable","35 - 39 years","Unknown",153
2013,"Viable","40 - 44 years","Negative",12
2013,"Viable","40 - 44 years","Positive",53
2013,"Viable","40 - 44 years","Unknown",118
2013,"Viable","45 - 49 years","Negative",9
2013,"Viable","45 - 49 years","Positive",30
2013,"Viable","45 - 49 years","Unknown",97
2013,"Viable","50 - 54 years","Negative",11
2013,"Viable","50 - 54 years","Positive",21
2013,"Viable","50 - 54 years","Unknown",77
2013,"Viable","55 - 59 years","Negative",13
2013,"Viable","55 - 59 years","Positive",12
2013,"Viable","55 - 59 years","Unknown",59
2013,"Viable","60 - 64 years","Negative",10
2013,"Viable","60 - 64 years","Positive",4
2013,"Viable","60 - 64 years","Unknown",33
2013,"Viable","65 - 69 years","Negative",9
2013,"Viable","65 - 69 years","Positive",5
2013,"Viable","65 - 69 years","Unknown",31
2013,"Viable","70 - 74 years","Negative",3
2013,"Viable","70 - 74 years","Positive",1
2013,"Viable","70 - 74 years","Unknown",25
2013,"Viable","75 - 79 years","Negative",6
2013,"Viable","75 - 79 years","Positive",1
2013,"Viable","75 - 79 years","Unknown",22
2013,"Viable","80 - 84 years","Unknown",12
2013,"Viable","85 - 89 years","Unknown",4
2013,"Viable","90 - 94 years","Negative",1
2013,"Viable","90 - 94 years","Unknown",6
2013,"Viable","95 - 99 years","Negative",1
2013,"Viable","Unknown","Unknown",60
2014,"Audit","0 - 5 months","Negative",2
2014,"Audit","0 - 5 months","Unknown",45
2014,"Audit","6 - 11 months","Unknown",21
2014,"Audit","12 - 17 months","Unknown",8
2014,"Audit","18 - 23 months","Negative",1
2014,"Audit","18 - 23 months","Positive",1
2014,"Audit","18 - 23 months","Unknown",3
2014,"Audit","24 - 29 months","Negative",1
2014,"Audit","24 - 29 months","Unknown",2
2014,"Audit","30 - 35 months","Unknown",2
2014,"Audit","36 - 41 months","Unknown",2
2014,"Audit","42 - 47 months","Negative",2
2014,"Audit","42 - 47 months","Unknown",3
2014,"Audit","48 - 53 months","Positive",1
2014,"Audit","48 - 53 months","Unknown",3
2014,"Audit","54 - 59 months","Unknown",1
2014,"Audit","5 - 9 years","Negative",2
2014,"Audit","5 - 9 years","Positive",1
2014,"Audit","5 - 9 years","Unknown",14
2014,"Audit","10 - 14 years","Unknown",15
2014,"Audit","15 - 19 years","Negative",1
2014,"Audit","15 - 19 years","Unknown",10
2014,"Audit","20 - 24 years","Negative",1
2014,"Audit","20 - 24 years","Positive",5
2014,"Audit","20 - 24 years","Unknown",29
2014,"Audit","25 - 29 years","Negative",1
2014,"Audit","25 - 29 years","Positive",6
2014,"Audit","25 - 29 years","Unknown",44
2014,"Audit","30 - 34 years","Positive",6
2014,"Audit","30 - 34 years","Unknown",56
2014,"Audit","35 - 39 years","Negative",3
2014,"Audit","35 - 39 years","Positive",6
2014,"Audit","35 - 39 years","Unknown",65
2014,"Audit","40 - 44 years","Negative",2
2014,"Audit","40 - 44 years","Positive",9
2014,"Audit","40 - 44 years","Unknown",29
2014,"Audit","45 - 49 years","Positive",4
2014,"Audit","45 - 49 years","Unknown",28
2014,"Audit","50 - 54 years","Negative",1
2014,"Audit","50 - 54 years","Positive",5
2014,"Audit","50 - 54 years","Unknown",18
2014,"Audit","55 - 59 years","Negative",1
2014,"Audit","55 - 59 years","Positive",2
2014,"Audit","55 - 59 years","Unknown",7
2014,"Audit","60 - 64 years","Positive",1
2014,"Audit","60 - 64 years","Unknown",8
2014,"Audit","65 - 69 years","Unknown",13
2014,"Audit","70 - 74 years","Unknown",4
2014,"Audit","75 - 79 years","Unknown",4
2014,"Audit","80 - 84 years","Unknown",1
2014,"Audit","85 - 89 years","Unknown",1
2014,"Audit","Unknown","Unknown",107
2014,"Non-viable","0 - 5 months","Negative",23
2014,"Non-viable","0 - 5 months","Unknown",9
2014,"Non-viable","6 - 11 months","Negative",6
2014,"Non-viable","6 - 11 months","Positive",2
2014,"Non-viable","6 - 11 months","Unknown",2
2014,"Non-viable","12 - 17 months","Negative",6
2014,"Non-viable","12 - 17 months","Positive",4
2014,"Non-viable","12 - 17 months","Unknown",3
2014,"Non-viable","18 - 23 months","Negative",2
2014,"Non-viable","18 - 23 months","Unknown",1
2014,"Non-viable","24 - 29 months","Negative",1
2014,"Non-viable","30 - 35 months","Unknown",1
2014,"Non-viable","36 - 41 months","Negative",2
2014,"Non-viable","42 - 47 months","Negative",1
2014,"Non-viable","42 - 47 months","Positive",1
2014,"Non-viable","48 - 53 months","Negative",1
2014,"Non-viable","48 - 53 months","Unknown",1
2014,"Non-viable","5 - 9 years","Negative",7
2014,"Non-viable","5 - 9 years","Positive",6
2014,"Non-viable","5 - 9 years","Unknown",8
2014,"Non-viable","10 - 14 years","Negative",3
2014,"Non-viable","10 - 14 years","Positive",1
2014,"Non-viable","10 - 14 years","Unknown",7
2014,"Non-viable","15 - 19 years","Negative",1
2014,"Non-viable","15 - 19 years","Unknown",7
2014,"Non-viable","20 - 24 years","Negative",2
2014,"Non-viable","20 - 24 years","Positive",7
2014,"Non-viable","20 - 24 years","Unknown",8
2014,"Non-viable","25 - 29 years","Negative",2
2014,"Non-viable","25 - 29 years","Positive",11
2014,"Non-viable","25 - 29 years","Unknown",16
2014,"Non-viable","30 - 34 years","Negative",2
